;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);124226;672;;796;;809;3
2;Образовательные программы начального общего образования;48353;12;1;319;;321;
3;из них адаптированные;3125;;;7;;9;
4;в том числе:           для глухих;17;;;;;;
5;для слабослышащих и позднооглохших;38;;;;;;
6;для слепых;3;;;;;;
7;для слабовидящих;152;;;;;1;
8;с тяжелыми нарушениями речи;1138;;;1;;1;
9;с нарушениями опорно-двигательного аппарата;66;;;;;1;
10;с задержкой психического развития;1675;;;6;;6;
11;с расстройствами аутистического спектра;36;;;;;;
12;Образовательные программы основного общего образования;62926;245;5;416;;423;2
13;из них адаптированные;2278;;;13;;18;1
14;в том числе:           для глухих;14;;;;;;
15;для слабослышащих и позднооглохших;36;;;;;;
16;для слепых;;;;;;;
17;для слабовидящих;82;;;1;;1;
18;с тяжелыми нарушениями речи;199;;;1;;1;
19;с нарушениями опорно-двигательного аппарата;106;;;;;5;1
20;с задержкой психического развития;1827;;;11;;11;
21;с расстройствами аутистического спектра;14;;;;;;
22;Образовательные программы среднего общего образования;10777;415;19;61;;65;1
23;из них адаптированные;33;;;;;1;
24;в том числе:           для глухих;;;;;;;
25;для слабослышащих и позднооглохших;9;;;;;;
26;для слепых;;;;;;;
27;для слабовидящих;1;;;;;;
28;с тяжелыми нарушениями речи;1;;;;;;
29;с нарушениями опорно-двигательного аппарата;4;;;;;;
30;с задержкой психического развития;16;;;;;;
31;с расстройствами аутистического спектра;2;;;;;1;
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);2170;;;;;;
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);67;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;10;;;;;;
35;основного общего образования (из строки 12);14;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;8;;;;;;
37;среднего общего образования (из строки 22);4;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);191;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;33;;;;;;
