;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
№ строки;Наименование показателей;Всего (сумма граф 4, 6, 8, 10, 12, 14, 16,  18, 20, 22);Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет всего;Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет из них женщины;Число полных лет  по состоянию на 1 января 20_ года 25–29 всего;Число полных лет  по состоянию на 1 января 20_ года 25–29 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 30–34 всего;Число полных лет  по состоянию на 1 января 20_ года 30–34 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 35–39 всего;Число полных лет  по состоянию на 1 января 20_ года 35–39 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 40–44 всего;Число полных лет  по состоянию на 1 января 20_ года 40–44 из них женщины;45–49 всего;45–49 из них женщины;50–54 всего;50–54 из них женщины;55–59 всего;55–59 из них женщины;60–64 всего;60–64 из них женщины;65 и более всего;65 и более из них женщины
1;Численность работников – всего (сумма строк 02, 06, 43,44);21402;928;805;992;852;1430;1268;2538;2308;2951;2670;3373;3034;3470;3036;2613;2143;1841;1451;1266;981
2;в том числе:       руководящие работники – всего;1342;4;4;10;8;52;44;134;123;222;204;280;261;302;280;203;177;78;65;57;51
3;из них:             директор;295;;;2;2;6;5;18;15;39;31;55;47;77;71;50;39;29;20;19;15
4;заместители директора;823;4;4;8;6;36;30;76;69;141;131;173;165;189;173;124;108;40;36;32;31
5;руководитель филиала;53;;;;;3;2;5;4;7;6;10;10;11;11;12;12;3;3;2;1
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);12026;842;754;841;728;923;838;1443;1330;1475;1370;1660;1552;1925;1796;1389;1276;939;862;589;507
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);8380;622;553;606;512;595;523;886;797;914;825;1155;1068;1382;1277;1059;969;699;636;462;402
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;2522;260;259;233;230;188;188;229;228;223;223;310;309;457;457;373;372;182;182;67;67
9;русского языка и литературы;1010;70;67;51;47;55;54;88;85;108;107;165;164;204;203;118;118;81;80;70;69
10;языка народов России и литературы;;;;;;;;;;;;;;;;;;;;;
11;истории, экономики, права, обществознания;530;38;23;45;26;40;25;62;47;58;45;77;61;73;61;67;59;44;41;26;22
12;информатики;201;12;9;13;8;20;12;38;31;29;23;34;27;34;26;10;8;1;;10;2
