;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателя;"Всего  (сумма граф 4–10;  сумма граф  12-14)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы начального общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы основного общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья образование обучающихся с умственной отсталостью (интеллектуаль- ными нарушениями);Из графы 3 – лица в возрасте 18 лет и старше;Из графы 3 - обучались очно;Из графы 3 - обучались очно-заочно;Из графы 3 - обучались заочно
1;Выбыло обучающихся – всего (сумма строк 02, 05, 08–13);7690;2627;3702;1013;155;50;12;131;447;7227;433;30
2;в том числе:       продолжили обучение в данной организации в классах  иной формы       обучения или иной направленности;221;146;53;6;11;5;;;;216;5;
3;из них (из строки 02):             в классах с иной формой обучения в пределах одной и той же             направленности;111;91;19;;1;;;;;109;2;
4;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в классы для обучающихся             с ограниченными возможностями здоровья;35;32;2;1;;;;;;34;1;
5;выбыли в другие организации для продолжения обучения по       программам начального, основного или среднего общего образования;6032;2413;3089;260;139;41;1;89;32;6008;23;1
6;из них (из строки 05) выбыло:             в классы иной формы обучения в пределах одной и той же             направленности;68;21;44;2;;;1;;;62;6;
7;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в организации (классы) для обучающихся             с ограниченными возможностями здоровья;89;50;29;10;;;;;1;79;10;
8;на обучение по программам среднего профессионального образования –       программам подготовки квалифицированных рабочих, служащих;335;;119;215;;;1;;15;315;20;
9;на обучение по программам среднего профессионального образования –       программы подготовки специалистов среднего звена;165;;32;132;;;1;;5;150;13;2
10;в связи с переходом на семейное образование и самообразование;345;55;236;47;2;3;;2;5;313;25;7
11;по болезни;2;;2;;;;;;1;1;1;
12;отчислено лиц, не прошедших итоговой аттестации, получивших на       итоговой аттестации неудовлетворительные результаты или освоивших       часть образовательной программы со справкой об обучении       или о периоде обучения;109;;91;18;;;;;52;87;19;3
13;выбыло по другим причинам;481;13;80;335;3;1;9;40;337;137;327;17
