;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);121230;11941;12166;12466;12428;12569;12134;12553;12335;12042;5501;4847;136;112
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);120788;11910;12140;12445;12408;12550;12114;12534;12307;11870;5473;4793;136;108
3;в том числе обучались:       очно;119789;11909;12138;12444;12407;12546;12101;12481;12213;11696;5175;4679;;
4;очно-заочно;922;1;2;1;1;4;13;46;80;150;282;113;133;96
5;заочно;77;;;;;;;7;14;24;16;1;3;12
6;Численность экстернов, окончивших данный класс;442;31;26;21;20;19;20;19;28;172;28;54;;4
7;из них (из стр.06)  обучались:       в форме семейного образования;404;31;26;21;20;19;20;19;28;164;27;29;;
8;в форме самообразования;18;;;;;;;;;;1;14;;3
9;по программам, не имеющим государственной аккредитации;10;;;;;;;;;4;;6;;
