;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
№ строки;Наименование показателей;Всего (сумма граф 4, 6, 8, 10, 12, 14, 16,  18, 20, 22);Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет всего;Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет из них женщины;Число полных лет  по состоянию на 1 января 20_ года 25–29 всего;Число полных лет  по состоянию на 1 января 20_ года 25–29 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 30–34 всего;Число полных лет  по состоянию на 1 января 20_ года 30–34 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 35–39 всего;Число полных лет  по состоянию на 1 января 20_ года 35–39 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 40–44 всего;Число полных лет  по состоянию на 1 января 20_ года 40–44 из них женщины;45–49 всего;45–49 из них женщины;50–54 всего;50–54 из них женщины;55–59 всего;55–59 из них женщины;60–64 всего;60–64 из них женщины;65 и более всего;65 и более из них женщины
1;Численность работников – всего (сумма строк 02, 06, 43,44);14413;894;747;741;638;836;725;1111;968;1112;962;1388;1224;2120;1882;2053;1771;1985;1599;2173;1735
2;в том числе:       руководящие работники – всего;1219;1;;20;15;48;39;104;91;121;98;182;156;262;233;206;179;158;125;117;94
3;из них:             директор;323;;;;;3;;14;11;26;12;42;38;77;68;67;61;56;43;38;35
4;заместители директора;827;1;;20;15;45;39;81;71;81;72;123;102;172;151;130;110;98;77;76;56
5;руководитель филиала;;;;;;;;;;;;;;;;;;;;;
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);9058;833;704;665;575;654;570;725;646;649;579;852;790;1375;1275;1249;1150;1061;950;995;875
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);7922;717;607;584;509;560;481;603;532;522;462;765;713;1223;1134;1141;1055;937;846;870;760
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;2457;280;278;188;188;155;155;161;161;137;136;241;241;476;476;401;401;250;250;168;167
9;русского языка и литературы;951;57;48;48;42;62;61;60;60;62;61;100;99;162;160;149;149;125;121;126;126
10;языка народов России и литературы;;;;;;;;;;;;;;;;;;;;;
11;истории, экономики, права, обществознания;471;44;31;42;34;47;39;26;21;28;24;44;43;57;48;57;50;71;66;55;48
12;информатики;179;15;6;16;10;21;13;28;20;21;15;14;12;30;25;16;12;11;8;7;3
13;физики;231;14;9;14;12;4;1;12;7;9;5;32;26;29;27;38;38;35;29;44;35
14;математики;729;51;40;42;36;37;35;44;40;40;40;55;54;107;104;116;114;111;109;126;121
15;химии;169;8;8;5;4;6;6;19;18;12;12;23;23;21;20;26;24;26;24;23;22
16;географии;211;11;8;26;21;15;13;14;13;21;18;32;30;41;38;20;18;16;16;15;15
17;биологии;249;14;11;16;12;13;12;21;20;19;17;24;23;38;36;31;31;31;31;42;42
18;иностранных языков;864;89;79;97;90;99;90;114;108;76;73;70;70;56;55;91;89;84;82;88;81
19;из них:                         английского языка;749;84;74;89;82;94;85;104;100;72;70;62;62;47;46;70;68;61;59;66;60
20;немецкого языка;96;5;5;6;6;4;4;9;7;4;3;8;8;7;7;19;19;20;20;14;13
21;французского языка;19;;;2;2;1;1;1;1;;;;;2;2;2;2;3;3;8;8
22;китайского языка;;;;;;;;;;;;;;;;;;;;;
23;физической культуры;556;93;53;50;28;59;26;46;19;43;17;43;23;62;26;57;27;54;25;49;18
24;труда (технологии);347;7;4;15;9;9;6;25;15;20;15;29;21;66;52;57;40;63;36;56;29
25;музыки и пения;147;17;16;8;7;6;4;6;6;6;6;20;20;23;23;28;25;17;16;16;12
26;изобразительного искусства, черчения;139;12;11;6;6;5;5;18;17;9;7;17;16;22;21;21;19;15;13;14;12
27;основ безопасности и защиты Родины;86;;;2;1;8;2;3;1;6;4;10;2;19;9;19;6;8;1;11;1
28;основ духовно-нравственной культуры народов России;4;;;;;;;1;1;1;1;1;;;;;;;;1;1
29;прочих предметов;132;5;5;9;9;14;13;5;5;12;11;10;10;14;14;14;12;20;19;29;27
30;учителя-логопеды;67;7;7;8;7;13;13;10;10;8;8;6;6;5;5;3;3;2;2;5;5
31;учителя-дефектологи;46;5;5;3;3;7;7;4;4;11;11;3;3;7;7;2;2;2;2;2;2
32;из них:                      олигофренопедагог;10;1;1;1;1;1;1;;;2;2;1;1;2;2;;;1;1;1;1
33;тифлопедагог;1;;;;;;;;;;;;;;;1;1;;;;
34;сурдопедагог;1;;;;;;;;;1;1;;;;;;;;;;
35;социальные педагоги;136;9;8;11;10;15;15;22;21;14;13;8;8;12;12;8;8;18;18;19;19
36;педагоги дополнительного образования;110;21;10;10;4;8;6;7;7;8;7;7;6;7;6;6;3;18;11;18;14
37;педагоги-психологи;183;25;23;15;14;19;19;29;28;28;28;13;13;23;23;14;14;14;14;3;3
38;воспитатели;313;13;13;10;7;14;12;20;18;31;30;30;28;62;62;44;44;37;34;52;49
39;мастера производственного обучения;1;;;;;;;;;;;;;;;;;1;;;
40;тьюторы;5;;;;;;;;;1;1;1;1;;;1;1;1;1;1;1
41;советники директора по воспитанию и взаимодействию                с детскими общественными объединениям;39;10;8;9;8;6;6;7;7;4;4;1;1;2;2;;;;;;
42;другие;236;26;23;15;13;12;11;23;19;22;15;18;11;34;24;30;20;31;22;25;22
43;учебно-вспомогательный персонал;587;21;13;19;17;36;32;67;64;66;63;49;49;66;64;75;72;70;68;118;111
44;иной персонал;3549;39;30;37;31;98;84;215;167;276;222;305;229;417;310;523;370;696;456;943;655
45;из них:             ассистент (помощник);14;1;1;;;;;2;2;2;2;;;1;1;3;3;3;3;2;2
46;сурдопереводчик;;;;;;;;;;;;;;;;;;;;;
47;тифлосурдопереводчик;;;;;;;;;;;;;;;;;;;;;
48;Из общей численности педагогических работников (стр.06):             персонал, работающий в подразделениях (группах)             дошкольного образования;114;3;3;1;1;7;7;10;10;15;15;12;12;24;24;19;19;14;14;9;9
49;из них воспитатели;106;2;2;1;1;7;7;9;9;15;15;12;12;22;22;18;18;12;12;8;8
50;персонал, работающий в классах очно-заочного и заочного             обучения, учебно-консультационных пунктах;61;1;;2;2;2;2;9;8;1;;3;3;10;10;9;6;7;4;17;15
51;из них учителя;58;1;;2;2;2;2;8;7;1;;3;3;9;9;9;6;6;3;17;15
;;;;;;;;;;;;;;;;;;;;;;
