;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;Из графы 3 инвалиды;Из графы 3 дети-инвалиды;Из графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;1341;129;136;152;172;146;159;155;154;131;2;5;;;;;;;;
2;В них обучающихся (всего), чел.;31014;2705;3219;3441;3851;3437;3772;3713;3469;3257;41;109;;;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;;;;;;;;;;;;;;;;;;;;
4;слабослышащие;20;1;3;2;2;3;4;2;2;;;1;;;;16;;20;;
5;позднооглохшие;4;1;;1;;;1;;1;;;;;;;3;;4;;
6;слепые;1;;;;;;;1;;;;;;;;1;;1;;
7;слабовидящие;45;3;5;3;9;3;7;1;5;7;;2;;;;28;;45;;
8;с тяжелыми нарушениями речи;183;27;35;28;28;16;16;15;10;8;;;;;;7;;183;;
9;с нарушением опорно-двигательного аппарата;110;8;16;15;15;14;9;12;8;10;1;2;;;;95;1;110;;
10;с задержкой психического развития;1359;89;110;138;183;137;172;190;177;163;;;;;;55;;1358;;1
11;с умственной отсталостью (интеллектуальными          нарушениями);317;20;39;35;40;42;42;35;42;21;1;;;;;77;;317;;
12;с расстройствами аутистического спектра;73;26;11;6;8;5;3;1;8;4;;1;;;;51;5;73;;
13;со сложными дефектами;;;;;;;;;;;;;;;;;;;;
14;с иными ограниченными возможностями          здоровья;3;;;;1;;;1;1;;;;;;;3;;3;;
