;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Всего (сумма граф 9–11);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 дети-инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 5);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 6);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно-заочно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались заочно;Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 14);Классы для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 15);Итого по всем классам (сумма граф 3, 12);Кроме того, численность экстернов;из них лица с ограни- ченными возможностя- ми здоровья;из них из графы 20 инвалиды;из них из графы 20 дети-инвалиды;из них инвалиды (кроме учтенных в графе 21);из них дети-инвалиды (кроме учтенных в графе 22)
1;Численность обучающихся (гр. 3–18) и экстернов (гр. 19–24), допущенных к ГИА по образовательным программам основного общего образования (сумма строк 02, 04, 05);14123;160;;25;5;140;14118;5;;257;257;3;18;;;14380;58;1;;1;;2
2;в том числе:       получили аттестат об основном общем образовании;13998;157;;25;5;140;13993;5;;247;247;3;18;;;14245;53;1;;1;;2
3;из них (из строки 02) продолжили обучение по образовательной          программе среднего общего образования в данной организации;3986;5;;3;2;38;3986;;;6;6;;4;;;3992;1;;;;;
4;получили на ГИА неудовлетворительные результаты;116;;;;;;116;;;;;;;;;116;4;;;;;
5;не участвовали в ГИА;9;3;;;;;9;;;10;10;;;;;19;1;;;;;
6;Из строки 02 получили аттестат об основном общем образовании:    с отличием;924;1;;;1;6;924;;;;;;;;;924;3;;;;;
7;в IV квартале прошлого года;116;2;;;;;116;;;;;;;;;116;;;;;;
8;после 1 сентября текущего года;593;;;;;;591;2;;;;;;;;593;3;;;;;
9;Численность обучающихся (графы 3–18) и экстернов (графы 19–24), допущенных к ГИА по образовательным программам среднего общего образования (сумма строк 10–12);4610;8;1;5;3;46;4576;34;;5;5;5;;;;4615;49;;;;;1
10;в том числе:       получили аттестат о среднем общем образовании;4570;8;1;5;3;46;4538;32;;5;5;5;;;;4575;47;;;;;1
11;получили на ГИА неудовлетворительные результаты;32;;;;;;30;2;;;;;;;;32;2;;;;;
12;не участвовали в ГИА;8;;;;;;8;;;;;;;;;8;;;;;;
13;Из строки 10 получили аттестат о среднем общем образовании:    с отличием и медаль «За особые успехи в учении»;806;;;;;7;803;3;;;;;;;;806;2;;;;;
14;в IV квартале прошлого года;28;;;;;1;28;;;;;;;;;28;1;;;;;
15;после 1 сентября текущего года;12;;;;;;12;;;;;;;;;12;;;;;;
16;Из общей численности участвовавших в ГИА (из суммы строк 10 и 11)    участвовали в едином государственном экзамене (ЕГЭ)*;4510;4;;2;1;40;4477;33;;;;;;;;4510;49;;;;;1
17;участвовали в ЕГЭ по русскому языку (из строки 16);4499;4;;1;1;34;4466;33;;;;;;;;4499;47;;;;;1
18;из них сдали ЕГЭ;4474;4;;1;1;34;4441;33;;;;;;;;4474;45;;;;;1
19;участвовали в ЕГЭ по математике (из строки 16);4502;4;;1;1;34;4469;33;;;;;;;;4502;48;;;;;1
20;из них сдали ЕГЭ;4455;4;;1;1;34;4424;31;;;;;;;;4455;46;;;;;1
21;участвовали в ГИА в иной (кроме ЕГЭ) форме*;92;4;1;3;2;6;91;1;;5;5;5;;;;97;;;;;;
22;Выпущено лиц, не получивших основного общего и среднего общего образования, со свидетельством об обучении;31;13;;4;;;30;1;;341;341;50;120;;;372;;;;;;
23;"Справочно. Код по ОКЕИ: человек – 792  Из численности обучавшихся во всех классах, получивших аттестат о сред-нем общем образовании с отличием и медаль «За особые успехи в учении» (из строки 13 графы 18):    получили аттестат красного цвета и медаль ""За особые успехи    в учении"" I степени";482;;;;;;;;;;;;;;;;;;;;;
24;"получили аттестат сине-голубого цвета и медаль ""За особые успехи    в учении"" II степени";324;;;;;;;;;;;;;;;;;;;;;
25;"Из численности обучавшихся экстернов, получивших аттестат о среднем общем образовании с отличием и медаль «За особые успехи в учении» (из строки 13 графы 19):    получили аттестат красного цвета и медаль ""За особые успехи    в учении"" I степени";1;;;;;;;;;;;;;;;;;;;;;
26;"получили аттестат сине-голубого цвета и медаль ""За особые успехи    в учении"" II степени";1;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;;;;;;;;;;;;;;;;;
