;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);143185;15140;15461;15083;14678;15506;14357;14463;14389;14099;5241;4536;145;87
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);142671;15057;15386;15023;14627;15468;14341;14435;14353;14037;5224;4489;145;86
3;в том числе обучались:       очно;142547;15057;15386;15023;14627;15467;14339;14435;14353;14032;5173;4469;113;73
4;очно-заочно;122;;;;;1;2;;;5;51;20;30;13
5;заочно;2;;;;;;;;;;;;2;
6;Численность экстернов, окончивших данный класс;514;83;75;60;51;38;16;28;36;62;17;47;;1
7;из них (из стр.06)  обучались:       в форме семейного образования;461;83;75;60;51;38;16;28;36;58;6;10;;
8;в форме самообразования;33;;;;;;;;;;11;21;;1
9;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;
