;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);147930;5952;;147919;1048;35640;1076
2;Образовательные программы начального общего образования;59439;934;5;59439;515;13461;502
3;из них адаптированные;1809;5;;1729;13;249;1
4;в том числе:           для глухих;22;;;22;;;
5;для слабослышащих и позднооглохших;35;;;34;;5;
6;для слепых;6;;;;;;
7;для слабовидящих;86;1;;43;;7;1
8;с тяжелыми нарушениями речи;335;1;;331;1;26;
9;с нарушениями опорно-двигательного аппарата;57;;;52;3;13;
10;с задержкой психического развития;1167;2;;1147;9;175;
11;с расстройствами аутистического спектра;101;1;;100;;23;
12;Образовательные программы основного общего образования;74444;3455;25;74444;443;19264;486
13;из них адаптированные;2289;93;1;2165;17;320;18
14;в том числе:           для глухих;25;;;25;;3;
15;для слабослышащих и позднооглохших;29;2;;29;;5;
16;для слепых;16;;;1;;2;1
17;для слабовидящих;131;2;;72;1;9;3
18;с тяжелыми нарушениями речи;215;1;;214;1;12;1
19;с нарушениями опорно-двигательного аппарата;50;2;;46;;24;
20;с задержкой психического развития;1785;85;1;1740;15;257;13
21;с расстройствами аутистического спектра;38;1;;38;;8;
22;Образовательные программы среднего общего образования;10489;1558;32;10479;86;2749;82
23;из них адаптированные;13;2;;6;;1;
24;в том числе:           для глухих;;;;;;;
25;для слабослышащих и позднооглохших;1;;;1;;;
26;для слепых;5;;;;;;
27;для слабовидящих;4;1;;2;;1;
28;с тяжелыми нарушениями речи;;;;;;;
29;с нарушениями опорно-двигательного аппарата;3;1;;3;;;
30;с задержкой психического развития;;;;;;;
31;с расстройствами аутистического спектра;;;;;;;
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);3558;5;;3557;4;166;6
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);27;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;15;;;;;;
35;основного общего образования (из строки 12);16;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;6;;;;;;
37;среднего общего образования (из строки 22);1;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);152;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
