;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Общая численность обучающихся (сумма граф  4, 7, 10);Численность обучающихся по программам начального общего образования – всего (1–4 классы);Численность обучающихся по программам из графы 4 девочки;Численность обучающихся по программам из графы 4 обучающиеся 1-х классов без оставленных на повторное обучение;Численность обучающихся по программам основного общего образования – всего (5-9 классы);Численность обучающихся по программам из графы 7 девочки;Численность обучающихся по программам из графы 7 обучающиеся 5-х классов без оставленных на повторное обучение;Численность обучающихся по программам среднего общего образования – всего (10-11(12) классы;Численность обучающихся по программам из графы 10 девочки;Численность обучающихся по программам из графы 10 обучающиеся 10-х классов без оставленных на повторное обучение;из них (из графы 3) обучающиеся по очно-заочной и заочной формам обучения*;из них (из графы 3) обучающиеся иностранные граждане;из них (из графы 3) из них (из гр. 14) девочки;из них (из графы 3) обучающиеся лица без гражданства
1;Всего;68524;27408;13545;6153;34951;17199;6828;6165;3391;3239;183;302;123;7
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;;;;;;;;;;;;
3;6 лет;203;203;110;203;;;;;;;;;;
4;7 лет;5084;5084;2572;4845;;;;;;;;22;9;1
5;8 лет;6891;6891;3494;1033;;;;;;;1;28;10;1
6;9 лет;7248;7248;3516;66;;;;;;;;37;13;
7;10 лет;7154;6842;3386;3;312;154;293;;;;1;34;14;
8;11 лет;6842;1054;431;3;5788;2904;5386;;;;;32;12;2
9;12 лет;7347;77;32;;7270;3527;986;;;;;22;8;
10;13 лет;6795;7;3;;6788;3435;139;;;;1;26;6;1
11;14 лет;6968;;;;6968;3395;19;;;;;35;16;
12;15 лет;6741;;;;6564;3226;5;177;88;170;17;33;19;2
13;16 лет;3928;;;;1090;496;;2838;1677;2615;18;21;9;
14;17 лет;2846;;;;131;52;;2715;1458;394;14;12;7;
15;18 лет;327;1;1;;16;9;;310;150;28;6;;;
16;19 лет;30;;;;4;;;26;8;2;9;;;
17;20 лет;23;;;;8;;;15;4;3;21;;;
18;21 год;6;;;;3;;;3;;2;6;;;
19;22 года;16;;;;4;;;12;2;7;15;;;
20;23 года;12;;;;4;;;8;;4;12;;;
21;24 года;12;1;;;1;1;;10;2;8;11;;;
22;25 лет;14;;;;;;;14;;2;14;;;
23;26 лет;12;;;;;;;12;;2;12;;;
24;27 лет;11;;;;;;;11;;;11;;;
25;28 лет;6;;;;;;;6;;;6;;;
26;29 лет;4;;;;;;;4;;;4;;;
27;30–34 года;3;;;;;;;3;2;2;3;;;
28;35–39 лет;1;;;;;;;1;;;1;;;
29;40 лет и старше;;;;;;;;;;;;;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
