;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;Из графы 3 инвалиды;Из графы 3 дети-инвалиды;Из графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;1779;145;168;207;214;179;204;214;199;211;16;21;;1;;;;;;
2;В них обучающихся (всего), чел.;39136;3111;3982;4610;4950;3946;4460;4417;4137;4601;521;397;;4;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;1;1;;;;;;;;;;;;;;;;1;;
4;слабослышащие;25;1;2;2;4;4;3;2;1;6;;;;;;15;;25;;
5;позднооглохшие;2;;;;1;1;;;;;;;;;;1;;2;;
6;слепые;1;;1;;;;;;;;;;;;;1;;1;;
7;слабовидящие;32;1;2;3;7;9;3;3;2;;;2;;;;17;1;32;;
8;с тяжелыми нарушениями речи;1127;112;152;204;176;98;106;110;76;91;;2;;;15;53;;1127;;
9;с нарушением опорно-двигательного аппарата;60;5;7;9;8;5;7;6;5;6;;2;;;3;50;2;60;;
10;с задержкой психического развития;2438;125;143;245;270;235;309;357;345;407;1;1;;;10;151;;2438;;
11;с умственной отсталостью (интеллектуальными          нарушениями);209;19;15;20;15;13;23;30;21;27;12;10;;4;13;168;;208;1;
12;с расстройствами аутистического спектра;20;4;2;3;3;2;1;2;1;1;1;;;;1;14;;20;;
13;со сложными дефектами;14;2;1;2;;2;1;2;3;;1;;;;;14;9;14;;
14;с иными ограниченными возможностями          здоровья;167;12;9;8;28;8;13;20;22;26;10;11;;;6;141;;167;;
