;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Всего (сумма граф 9–11);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 дети-инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 5);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 6);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно-заочно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались заочно;Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 14);Классы для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 15);Итого по всем классам (сумма граф 3, 12);Кроме того, численность экстернов;из них лица с ограни- ченными возможностя- ми здоровья;из них из графы 20 инвалиды;из них из графы 20 дети-инвалиды;из них инвалиды (кроме учтенных в графе 21);из них дети-инвалиды (кроме учтенных в графе 22)
1;Численность обучающихся (гр. 3–18) и экстернов (гр. 19–24), допущенных к ГИА по образовательным программам основного общего образования (сумма строк 02, 04, 05);6694;586;6;50;3;17;6653;17;24;176;176;8;10;;;6870;68;5;;1;;
2;в том числе:       получили аттестат об основном общем образовании;6509;583;5;48;3;17;6478;17;14;170;170;3;10;;;6679;39;5;;1;;
3;из них (из строки 02) продолжили обучение по образовательной          программе среднего общего образования в данной организации;2518;32;1;12;2;5;2513;;5;12;12;3;4;;;2530;1;1;;;;
4;получили на ГИА неудовлетворительные результаты;168;;;;;;165;;3;;;;;;;168;25;;;;;
5;не участвовали в ГИА;17;3;1;2;;;10;;7;6;6;5;;;;23;4;;;;;
6;Из строки 02 получили аттестат об основном общем образовании:    с отличием;275;3;;;;1;275;;;;;;;;;275;1;;;;;
7;в IV квартале прошлого года;467;10;;;;;467;;;13;13;;;;;480;1;;;;;
8;после 1 сентября текущего года;237;9;;;;;237;;;;;;;;;237;7;1;;;;
9;Численность обучающихся (графы 3–18) и экстернов (графы 19–24), допущенных к ГИА по образовательным программам среднего общего образования (сумма строк 10–12);2822;55;6;18;4;4;2744;65;13;2;2;2;;;;2824;24;1;;1;1;
10;в том числе:       получили аттестат о среднем общем образовании;2780;55;6;18;4;4;2724;45;11;2;2;2;;;;2782;21;1;;1;1;
11;получили на ГИА неудовлетворительные результаты;37;;;;;;18;19;;;;;;;;37;3;;;;;
12;не участвовали в ГИА;5;;;;;;2;1;2;;;;;;;5;;;;;;
13;Из строки 10 получили аттестат о среднем общем образовании:    с отличием и медаль «За особые успехи в учении»;389;6;1;2;;;387;1;1;;;;;;;389;4;;;;;
14;в IV квартале прошлого года;224;2;;2;;;222;1;1;;;;;;;224;3;;;;;
15;после 1 сентября текущего года;4;;;;;;4;;;;;;;;;4;;;;;;
16;Из общей численности участвовавших в ГИА (из суммы строк 10 и 11)    участвовали в едином государственном экзамене (ЕГЭ)*;2802;53;6;17;4;4;2741;59;2;;;;;;;2802;23;1;;1;1;
17;участвовали в ЕГЭ по русскому языку (из строки 16);2802;50;4;15;4;4;2741;59;2;;;;;;;2802;22;1;;1;1;
18;из них сдали ЕГЭ;2785;47;2;14;4;4;2734;49;2;;;;;;;2785;20;1;;1;1;
19;участвовали в ЕГЭ по математике (из строки 16);2802;47;2;14;4;4;2741;59;2;;;;;;;2802;22;1;;1;1;
20;из них сдали ЕГЭ;2717;46;2;11;1;4;2677;38;2;;;;;;;2717;19;1;;1;1;
21;участвовали в ГИА в иной (кроме ЕГЭ) форме*;15;2;;1;;;1;5;9;2;2;2;;;;17;1;;;;;
22;Выпущено лиц, не получивших основного общего и среднего общего образования, со свидетельством об обучении;51;16;2;10;;;51;;;17;17;5;11;;;68;6;;;;;
