;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;Из графы 3 инвалиды;Из графы 3 дети-инвалиды;Из графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;501;38;49;59;58;51;63;60;51;50;11;11;;;;;;;;
2;В них обучающихся (всего), чел.;8425;694;776;1000;945;948;1049;1101;791;816;177;128;;;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;3;1;;1;;1;;;;;;;;;;;;3;;
4;слабослышащие;28;2;2;5;;3;6;4;2;4;;;;;;22;;28;;
5;позднооглохшие;1;;;;;;;;1;;;;;;;1;;1;;
6;слепые;2;;;;;;;;;2;;;;;;2;;2;;
7;слабовидящие;32;;4;4;1;5;;2;7;7;1;1;;;;24;;32;;
8;с тяжелыми нарушениями речи;19;1;1;4;1;4;2;3;2;1;;;;;;7;;19;;
9;с нарушением опорно-двигательного аппарата;73;5;7;4;7;7;10;9;7;6;4;7;;;1;62;;70;;3
10;с задержкой психического развития;248;21;30;29;41;25;28;28;25;20;;1;;;1;57;1;247;;1
11;с умственной отсталостью (интеллектуальными          нарушениями);214;25;20;26;23;19;33;27;19;17;3;2;;;2;134;;214;;
12;с расстройствами аутистического спектра;21;4;2;3;3;2;6;;;1;;;;;;19;;20;1;
13;со сложными дефектами;2;;;1;;;;;;1;;;;;;2;;2;;
14;с иными ограниченными возможностями          здоровья;62;3;5;4;5;10;7;9;4;11;3;1;;;5;43;;62;;
