;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
№ строки;Наименование показателей;Всего (сумма граф 4, 6, 8, 10, 12, 14, 16,  18, 20, 22);Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет всего;Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет из них женщины;Число полных лет  по состоянию на 1 января 20_ года 25–29 всего;Число полных лет  по состоянию на 1 января 20_ года 25–29 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 30–34 всего;Число полных лет  по состоянию на 1 января 20_ года 30–34 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 35–39 всего;Число полных лет  по состоянию на 1 января 20_ года 35–39 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 40–44 всего;Число полных лет  по состоянию на 1 января 20_ года 40–44 из них женщины;45–49 всего;45–49 из них женщины;50–54 всего;50–54 из них женщины;55–59 всего;55–59 из них женщины;60–64 всего;60–64 из них женщины;65 и более всего;65 и более из них женщины
1;Численность работников – всего (сумма строк 02, 06, 43,44);6353;204;150;253;165;381;284;645;527;719;629;694;596;728;613;912;741;879;668;938;705
2;в том числе:       руководящие работники – всего;386;4;4;8;7;15;10;44;33;57;50;65;60;64;57;52;48;43;34;34;32
3;из них:             директор;160;1;1;4;3;4;1;13;6;18;15;30;27;29;25;21;17;23;16;17;16
4;заместители директора;224;3;3;4;4;11;9;31;26;39;35;35;33;34;31;31;31;20;18;16;15
5;руководитель филиала;1;;;;;;;;;;;;;;;;;;;1;1
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);3714;178;129;213;138;282;215;407;339;426;382;373;332;412;372;465;417;433;383;525;452
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);3110;147;106;179;111;232;169;335;273;339;298;303;268;349;316;398;360;380;338;448;386
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;776;44;44;38;38;36;34;77;77;92;92;85;85;124;124;114;114;82;82;84;83
9;русского языка и литературы;354;9;8;10;9;31;31;32;31;31;31;46;46;28;28;52;52;49;49;66;63
10;языка народов России и литературы;292;5;5;7;4;5;5;20;19;30;28;36;36;43;42;45;42;49;47;52;52
11;истории, экономики, права, обществознания;201;16;13;14;6;24;13;27;17;18;10;21;15;20;16;19;16;23;19;19;12
12;информатики;65;5;1;14;5;5;4;8;3;9;7;10;7;7;5;2;2;4;2;1;1
13;физики;89;3;2;4;2;11;4;9;6;10;5;5;3;6;4;14;13;10;9;17;9
14;математики;249;12;6;10;8;16;12;25;21;12;11;14;13;28;27;29;29;46;46;57;49
15;химии;72;;;9;6;9;7;2;2;8;8;7;7;6;6;6;6;8;8;17;17
16;географии;82;;;3;1;5;3;10;8;11;10;8;8;9;9;11;11;12;11;13;9
17;биологии;111;2;2;6;3;15;13;13;12;15;14;7;7;12;12;14;14;12;12;15;15
18;иностранных языков;278;18;16;20;15;27;27;50;48;39;39;17;16;16;15;25;23;26;26;40;40
19;из них:                         английского языка;273;18;16;19;15;27;27;49;47;39;39;17;16;16;15;24;22;26;26;38;38
20;немецкого языка;2;;;;;;;;;;;;;;;;;;;2;2
21;французского языка;1;;;;;;;1;1;;;;;;;;;;;;
22;китайского языка;1;;;1;;;;;;;;;;;;;;;;;
23;физической культуры;228;19;2;19;3;29;5;27;3;26;12;19;8;21;6;26;10;25;8;17;3
24;труда (технологии);142;5;3;8;5;6;4;15;12;19;15;14;9;14;11;19;13;18;9;24;17
25;музыки и пения;53;;;4;3;3;3;7;7;9;9;6;4;2;2;9;8;7;6;6;6
26;изобразительного искусства, черчения;29;2;2;;;2;2;2;2;5;5;3;3;3;2;4;4;2;;6;3
27;основ безопасности и защиты Родины;48;5;;8;;4;;3;;4;1;5;1;3;1;6;1;4;1;6;1
28;основ духовно-нравственной культуры народов России;5;;;1;;;;;;;;;;1;1;2;1;1;1;;
29;прочих предметов;36;2;2;4;3;4;2;8;5;1;1;;;6;5;1;1;2;2;8;6
