;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);32980;3078;3244;3463;3307;3445;3407;3407;3388;3296;1607;1338;;
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);32980;3078;3244;3463;3307;3445;3407;3407;3388;3296;1607;1338;;
3;в том числе обучались:       очно;32979;3078;3244;3463;3307;3445;3407;3407;3388;3296;1606;1338;;
4;очно-заочно;;;;;;;;;;;;;;
5;заочно;1;;;;;;;;;;1;;;
6;Численность экстернов, окончивших данный класс;;;;;;;;;;;;;;
7;из них (из стр.06)  обучались:       в форме семейного образования;;;;;;;;;;;;;;
8;в форме самообразования;;;;;;;;;;;;;;
9;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;
