;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Общая численность обучающихся (сумма граф  4, 7, 10);Численность обучающихся по программам начального общего образования – всего (1–4 классы);Численность обучающихся по программам из графы 4 девочки;Численность обучающихся по программам из графы 4 обучающиеся 1-х классов без оставленных на повторное обучение;Численность обучающихся по программам основного общего образования – всего (5-9 классы);Численность обучающихся по программам из графы 7 девочки;Численность обучающихся по программам из графы 7 обучающиеся 5-х классов без оставленных на повторное обучение;Численность обучающихся по программам среднего общего образования – всего (10-11(12) классы;Численность обучающихся по программам из графы 10 девочки;Численность обучающихся по программам из графы 10 обучающиеся 10-х классов без оставленных на повторное обучение;из них (из графы 3) обучающиеся по очно-заочной и заочной формам обучения*;из них (из графы 3) обучающиеся иностранные граждане;из них (из графы 3) из них (из гр. 14) девочки;из них (из графы 3) обучающиеся лица без гражданства
1;Всего;32532;12544;6017;2776;16862;8237;3262;3126;1612;1641;1;35;8;
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;;;;;;;;;;;;
3;6 лет;581;581;321;574;;;;;;;;;;
4;7 лет;2629;2629;1284;2048;;;;;;;;4;1;
5;8 лет;3154;3154;1459;145;;;;;;;;4;2;
6;9 лет;3306;3305;1597;9;1;1;1;;;;;3;1;
7;10 лет;3349;2654;1265;;695;373;637;;;;;3;;
8;11 лет;3444;198;81;;3246;1620;2425;;;;;5;1;
9;12 лет;3479;18;9;;3461;1703;166;;;;;3;;
10;13 лет;3439;4;1;;3435;1697;10;;;;;5;1;
11;14 лет;3442;;;;3438;1657;20;4;4;3;;2;;
12;15 лет;2899;;;;2399;1115;;500;270;453;;3;;
13;16 лет;1785;1;;;168;63;;1616;860;1064;1;2;1;
14;17 лет;943;;;;8;5;;935;460;79;;1;1;
15;18 лет;23;;;;2;;;21;14;1;;;;
16;19 лет;3;;;;2;2;;1;1;;;;;
17;20 лет;5;;;;;;;5;1;4;;;;
18;21 год;;;;;;;;;;;;;;
19;22 года;1;;;;;;;1;;1;;;;
20;23 года;2;;;;;;;2;;2;;;;
21;24 года;4;;;;;;;4;;3;;;;
22;25 лет;3;;;;;;;3;;3;;;;
23;26 лет;1;;;;;;;1;;;;;;
24;27 лет;3;;;;;;;3;1;3;;;;
25;28 лет;2;;;;;;;2;;2;;;;
26;29 лет;1;;;;;;;1;;1;;;;
27;30–34 года;5;;;;1;;;4;;4;;;;
28;35–39 лет;12;;;;4;1;2;8;1;5;;;;
29;40 лет и старше;17;;;;2;;1;15;;13;;;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
