;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Всего (сумма граф 9–11);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 дети-инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 5);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 6);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно-заочно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались заочно;Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 14);Классы для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 15);Итого по всем классам (сумма граф 3, 12);Кроме того, численность экстернов;из них лица с ограни- ченными возможностя- ми здоровья;из них из графы 20 инвалиды;из них из графы 20 дети-инвалиды;из них инвалиды (кроме учтенных в графе 21);из них дети-инвалиды (кроме учтенных в графе 22)
1;Численность обучающихся (гр. 3–18) и экстернов (гр. 19–24), допущенных к ГИА по образовательным программам основного общего образования (сумма строк 02, 04, 05);3260;76;2;41;7;13;3260;;;1;1;;1;;;3261;;;;;;
2;в том числе:       получили аттестат об основном общем образовании;3247;69;2;38;7;13;3247;;;;;;;;;3247;;;;;;
3;из них (из строки 02) продолжили обучение по образовательной          программе среднего общего образования в данной организации;1402;14;1;11;2;5;1402;;;;;;;;;1402;;;;;;
4;получили на ГИА неудовлетворительные результаты;1;;;;;;1;;;;;;;;;1;;;;;;
5;не участвовали в ГИА;12;7;;3;;;12;;;1;1;;1;;;13;;;;;;
6;Из строки 02 получили аттестат об основном общем образовании:    с отличием;262;3;;3;;;262;;;;;;;;;262;;;;;;
7;в IV квартале прошлого года;305;6;;2;;4;305;;;;;;;;;305;;;;;;
8;после 1 сентября текущего года;17;;;;;;17;;;;;;;;;17;;;;;;
9;Численность обучающихся (графы 3–18) и экстернов (графы 19–24), допущенных к ГИА по образовательным программам среднего общего образования (сумма строк 10–12);1325;24;4;13;3;4;1325;;;;;;;;;1325;;;;;;
10;в том числе:       получили аттестат о среднем общем образовании;1321;24;4;13;3;4;1321;;;;;;;;;1321;;;;;;
11;получили на ГИА неудовлетворительные результаты;4;;;;;;4;;;;;;;;;4;;;;;;
12;не участвовали в ГИА;;;;;;;;;;;;;;;;;;;;;;
13;Из строки 10 получили аттестат о среднем общем образовании:    с отличием и медаль «За особые успехи в учении»;257;4;;4;1;1;257;;;;;;;;;257;;;;;;
14;в IV квартале прошлого года;126;1;;1;1;;126;;;;;;;;;126;;;;;;
15;после 1 сентября текущего года;5;;;;;;5;;;;;;;;;5;;;;;;
16;Из общей численности участвовавших в ГИА (из суммы строк 10 и 11)    участвовали в едином государственном экзамене (ЕГЭ)*;1320;21;3;11;2;4;1320;;;;;;;;;1320;;;;;;
17;участвовали в ЕГЭ по русскому языку (из строки 16);1254;16;2;9;2;4;1254;;;;;;;;;1254;;;;;;
18;из них сдали ЕГЭ;1226;15;2;8;1;4;1226;;;;;;;;;1226;;;;;;
