;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
№ строки;Наименование показателя;Всего  (сумма граф 4 - 17);1-й класс;1-й класс первого года обучения;1-й класс второго года обучения;2-й класс;3-й класс;4-й класс;5-й класс;6-й класс;7-й класс;8-й класс;9-й класс;10-й класс;11-й класс;12-й класс
1;Число классов с нормативным сроком освоения программ 9 лет, ед.;37;2;;;3;4;4;3;5;4;7;5;;;
2;В них обучающихся, чел.;225;14;;;18;19;22;18;25;30;49;30;;;
3;Число классов с нормативным сроком освоения программ 10 лет, ед.;;;;;;;;;;;;;;;
4;В них обучающихся, чел.;;;;;;;;;;;;;;;
5;Число классов с нормативным сроком освоения программ 11 лет, ед.;12;1;;1;1;1;1;1;1;1;1;1;1;1;
6;В них обучающихся, чел.;69;4;;1;2;3;4;5;10;7;12;9;9;3;
7;Число классов с нормативным сроком освоения программ 12 лет, ед.;;;;;;;;;;;;;;;
8;В них обучающихся, чел.;;;;;;;;;;;;;;;
9;Число классов с нормативным сроком освоения программ 13 лет, ед.;;;;;;;;;;;;;;;
10;В них обучающихся, чел.;;;;;;;;;;;;;;;
11;Итого классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями), ед. (сумма строк 01, 03, 05, 07, 09);49;3;;1;4;5;5;4;6;5;8;6;1;1;
12;"В них обучающихся, чел. (сумма строк 02, 04, 06, 08, 10;    сумма строк 13-15)";294;18;;1;20;22;26;23;35;37;61;39;9;3;
13;в том числе обучаются:          очно;294;18;;1;20;22;26;23;35;37;61;39;9;3;
14;очно-заочно;;;;;;;;;;;;;;;
15;заочно;;;;;;;;;;;;;;;
16;из них (из строки 12):       воспитанники (без приходящих учащихся);66;1;;;2;1;8;5;10;13;9;10;7;;
17;девочки;97;3;;1;3;7;8;8;12;14;23;17;1;;
18;лица с ограниченными возможностями здоровья;225;14;;;18;19;22;18;25;30;49;30;;;
19;из них (из строки 18):             инвалиды;2;;;;;;;;;;1;1;;;
20;дети-инвалиды;172;14;;;17;17;15;14;19;19;39;18;;;
21;инвалиды (кроме учтенных в строке 19);;;;;;;;;;;;;;;
22;дети-инвалиды (кроме учтенных в строке 20);38;3;;;1;2;2;3;3;6;4;7;6;1;
23;дети-сироты и дети, оставшиеся без попечения родителей;2;;;;;;;;;1;1;;;;
24;из них воспитанники (без приходящих учащихся);1;;;;;;;;;1;;;;;
25;обучающиеся иностранные граждане;;;;;;;;;;;;;;;
26;из них девочки;;;;;;;;;;;;;;;
27;обучающиеся лица без гражданства;;;;;;;;;;;;;;;
