;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
№ строки;Наименование показателя;Всего  (сумма граф 4 - 17);1-й класс;1-й класс первого года обучения;1-й класс второго года обучения;2-й класс;3-й класс;4-й класс;5-й класс;6-й класс;7-й класс;8-й класс;9-й класс;10-й класс;11-й класс;12-й класс
1;Число классов с нормативным сроком освоения программ 9 лет, ед.;18;3;;;3;4;2;1;1;1;2;1;;;
2;В них обучающихся, чел.;119;21;;;22;27;14;8;6;8;11;2;;;
3;Число классов с нормативным сроком освоения программ 10 лет, ед.;9;;1;1;1;2;;;;1;2;1;;;
4;В них обучающихся, чел.;76;;6;6;7;16;;;;10;19;12;;;
5;Число классов с нормативным сроком освоения программ 11 лет, ед.;3;;;;;1;1;;1;;;;;;
6;В них обучающихся, чел.;29;;;;;13;6;;10;;;;;;
7;Число классов с нормативным сроком освоения программ 12 лет, ед.;;;;;;;;;;;;;;;
8;В них обучающихся, чел.;;;;;;;;;;;;;;;
9;Число классов с нормативным сроком освоения программ 13 лет, ед.;;;;;;;;;;;;;;;
10;В них обучающихся, чел.;;;;;;;;;;;;;;;
11;Итого классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями), ед. (сумма строк 01, 03, 05, 07, 09);30;3;1;1;4;7;3;1;2;2;4;2;;;
12;"В них обучающихся, чел. (сумма строк 02, 04, 06, 08, 10;    сумма строк 13-15)";224;21;6;6;29;56;20;8;16;18;30;14;;;
13;в том числе обучаются:          очно;224;21;6;6;29;56;20;8;16;18;30;14;;;
14;очно-заочно;;;;;;;;;;;;;;;
15;заочно;;;;;;;;;;;;;;;
16;из них (из строки 12):       воспитанники (без приходящих учащихся);9;2;;;1;1;;;;1;3;1;;;
17;девочки;65;4;1;1;10;21;7;3;3;6;7;2;;;
18;лица с ограниченными возможностями здоровья;224;21;6;6;29;56;20;8;16;18;30;14;;;
19;из них (из строки 18):             инвалиды;;;;;;;;;;;;;;;
20;дети-инвалиды;193;13;4;5;26;50;17;6;12;16;30;14;;;
21;инвалиды (кроме учтенных в строке 19);;;;;;;;;;;;;;;
22;дети-инвалиды (кроме учтенных в строке 20);;;;;;;;;;;;;;;
23;дети-сироты и дети, оставшиеся без попечения родителей;;;;;;;;;;;;;;;
24;из них воспитанники (без приходящих учащихся);;;;;;;;;;;;;;;
25;обучающиеся иностранные граждане;;;;;;;;;;;;;;;
26;из них девочки;;;;;;;;;;;;;;;
27;обучающиеся лица без гражданства;;;;;;;;;;;;;;;
