;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Всего (сумма граф 9–11);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 дети-инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 5);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 6);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно-заочно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались заочно;Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 14);Классы для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 15);Итого по всем классам (сумма граф 3, 12);Кроме того, численность экстернов;из них лица с ограни- ченными возможностя- ми здоровья;из них из графы 20 инвалиды;из них из графы 20 дети-инвалиды;из них инвалиды (кроме учтенных в графе 21);из них дети-инвалиды (кроме учтенных в графе 22)
1;Численность обучающихся (гр. 3–18) и экстернов (гр. 19–24), допущенных к ГИА по образовательным программам основного общего образования (сумма строк 02, 04, 05);5661;128;1;98;2;96;5655;1;5;5;5;;4;;;5666;21;;;;;
2;в том числе:       получили аттестат об основном общем образовании;5649;122;1;98;2;96;5643;1;5;5;5;;4;;;5654;21;;;;;
3;из них (из строки 02) продолжили обучение по образовательной          программе среднего общего образования в данной организации;1964;53;;41;2;25;1964;;;;;;;;;1964;1;;;;;
4;получили на ГИА неудовлетворительные результаты;4;;;;;;4;;;;;;;;;4;;;;;;
5;не участвовали в ГИА;8;6;;;;;8;;;;;;;;;8;;;;;;
6;Из строки 02 получили аттестат об основном общем образовании:    с отличием;880;25;;17;;19;880;;;;;;;;;880;3;;;;;
7;в IV квартале прошлого года;48;;;;;;48;;;;;;;;;48;;;;;;
8;после 1 сентября текущего года;82;1;;;;;81;;1;;;;;;;82;1;;;;;
9;Численность обучающихся (графы 3–18) и экстернов (графы 19–24), допущенных к ГИА по образовательным программам среднего общего образования (сумма строк 10–12);1581;68;;34;;25;1574;2;5;;;;;;;1581;31;;;;;1
10;в том числе:       получили аттестат о среднем общем образовании;1540;66;;32;;24;1533;2;5;;;;;;;1540;30;;;;;1
11;получили на ГИА неудовлетворительные результаты;38;1;;1;;1;38;;;;;;;;;38;;;;;;
12;не участвовали в ГИА;3;1;;1;;;3;;;;;;;;;3;1;;;;;
13;Из строки 10 получили аттестат о среднем общем образовании:    с отличием и медаль «За особые успехи в учении»;403;29;;8;;13;402;;1;;;;;;;403;6;;;;;
14;в IV квартале прошлого года;14;;;;;;14;;;;;;;;;14;;;;;;
15;после 1 сентября текущего года;22;1;;1;;;21;;1;;;;;;;22;;;;;;
16;Из общей численности участвовавших в ГИА (из суммы строк 10 и 11)    участвовали в едином государственном экзамене (ЕГЭ)*;1578;67;;33;;25;1571;2;5;;;;;;;1578;30;;;;;1
17;участвовали в ЕГЭ по русскому языку (из строки 16);1577;61;;29;;20;1570;2;5;;;;;;;1577;30;;;;;1
18;из них сдали ЕГЭ;1528;60;;28;;19;1521;2;5;;;;;;;1528;28;;;;;1
19;участвовали в ЕГЭ по математике (из строки 16);1576;61;;29;;20;1569;2;5;;;;;;;1576;27;;;;;1
