;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);57051;5956;6306;6376;6089;6055;5766;5598;5593;5707;2017;1588;;
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);56906;5939;6290;6367;6080;6046;5760;5587;5585;5683;2012;1557;;
3;в том числе обучались:       очно;56869;5937;6287;6365;6079;6044;5757;5583;5580;5677;2010;1550;;
4;очно-заочно;11;;1;2;;;2;1;;1;2;2;;
5;заочно;26;2;2;;1;2;1;3;5;5;;5;;
6;Численность экстернов, окончивших данный класс;145;17;16;9;9;9;6;11;8;24;5;31;;
7;из них (из стр.06)  обучались:       в форме семейного образования;109;17;16;9;9;9;6;11;8;24;;;;
8;в форме самообразования;36;;;;;;;;;;5;31;;
9;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;
