;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);57556;;;;;72;1
2;Образовательные программы начального общего образования;24328;;;;;32;1
3;из них адаптированные;230;;;;;1;1
4;в том числе:           для глухих;26;;;;;;
5;для слабослышащих и позднооглохших;8;;;;;;
6;для слепых;1;;;;;;
7;для слабовидящих;6;;;;;;
8;с тяжелыми нарушениями речи;21;;;;;1;1
9;с нарушениями опорно-двигательного аппарата;36;;;;;;
10;с задержкой психического развития;110;;;;;;
11;с расстройствами аутистического спектра;22;;;;;;
12;Образовательные программы основного общего образования;29026;;;;;37;
13;из них адаптированные;286;;;;;2;
14;в том числе:           для глухих;19;;;;;;
15;для слабослышащих и позднооглохших;10;;;;;;
16;для слепых;;;;;;;
17;для слабовидящих;13;;;;;;
18;с тяжелыми нарушениями речи;11;;;;;;
19;с нарушениями опорно-двигательного аппарата;45;;;;;;
20;с задержкой психического развития;160;;;;;;
21;с расстройствами аутистического спектра;28;;;;;2;
22;Образовательные программы среднего общего образования;3849;;;;;3;
23;из них адаптированные;14;;;;;;
24;в том числе:           для глухих;1;;;;;;
25;для слабослышащих и позднооглохших;;;;;;;
26;для слепых;;;;;;;
27;для слабовидящих;4;;;;;;
28;с тяжелыми нарушениями речи;;;;;;;
29;с нарушениями опорно-двигательного аппарата;5;;;;;;
30;с задержкой психического развития;3;;;;;;
31;с расстройствами аутистического спектра;1;;;;;;
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);353;;;;;;
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);1;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;1;;;;;;
35;основного общего образования (из строки 12);2;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;2;;;;;;
37;среднего общего образования (из строки 22);1;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;1;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);107;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
