;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;Из графы 3 инвалиды;Из графы 3 дети-инвалиды;Из графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;904;52;67;93;105;89;125;108;92;103;28;42;;;;;;;;
2;В них обучающихся (всего), чел.;18205;1172;1543;1859;2210;1802;2470;2161;1713;2082;484;709;;;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;2;1;;;;;;;;;1;;;;;2;;2;;
4;слабослышащие;10;;;1;;1;1;3;1;1;1;1;;;;6;;10;;
5;позднооглохшие;;;;;;;;;;;;;;;;;;;;
6;слепые;1;;;1;;;;;;;;;;;;1;;1;;
7;слабовидящие;66;1;4;5;6;7;5;7;5;13;1;12;;;;62;;66;;
8;с тяжелыми нарушениями речи;30;1;4;8;6;1;3;1;3;3;;;;;;15;;30;;
9;с нарушением опорно-двигательного аппарата;110;6;10;18;13;7;12;12;16;13;;3;;;;106;;106;4;
10;с задержкой психического развития;245;10;21;31;30;30;34;40;18;26;2;3;;;1;112;3;242;3;
11;с умственной отсталостью (интеллектуальными          нарушениями);158;4;12;23;24;16;28;12;15;23;1;;;;1;99;;150;8;
12;с расстройствами аутистического спектра;52;1;5;4;6;8;8;11;3;5;;1;;;;43;1;51;1;
13;со сложными дефектами;2;;;1;;1;;;;;;;;;;2;;2;;
14;с иными ограниченными возможностями          здоровья;714;44;40;49;73;62;83;86;75;79;33;90;;;3;562;6;707;7;
