;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
№ строки;Наименование показателей;Всего (сумма граф 4, 6, 8, 10, 12, 14, 16,  18, 20, 22);Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет всего;Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет из них женщины;Число полных лет  по состоянию на 1 января 20_ года 25–29 всего;Число полных лет  по состоянию на 1 января 20_ года 25–29 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 30–34 всего;Число полных лет  по состоянию на 1 января 20_ года 30–34 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 35–39 всего;Число полных лет  по состоянию на 1 января 20_ года 35–39 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 40–44 всего;Число полных лет  по состоянию на 1 января 20_ года 40–44 из них женщины;45–49 всего;45–49 из них женщины;50–54 всего;50–54 из них женщины;55–59 всего;55–59 из них женщины;60–64 всего;60–64 из них женщины;65 и более всего;65 и более из них женщины
1;Численность работников – всего (сумма строк 02, 06, 43,44);8606;368;298;305;244;513;414;887;756;1061;901;1138;963;1174;943;1190;974;1017;778;953;693
2;в том числе:       руководящие работники – всего;660;2;2;6;4;22;16;61;49;86;69;101;88;114;92;123;99;76;60;69;54
3;из них:             директор;171;;;1;1;4;2;4;2;14;9;25;20;29;21;36;26;27;21;31;21
4;заместители директора;472;1;1;5;3;17;13;54;43;69;58;74;66;82;68;84;68;48;38;38;32
5;руководитель филиала;1;;;;;;;1;1;;;;;;;;;;;;
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);5138;300;261;211;189;314;278;564;520;656;603;702;637;637;579;662;620;590;528;502;443
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);4329;214;184;156;138;230;202;426;388;520;471;614;557;567;517;611;570;545;488;446;394
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;1319;85;84;45;45;63;62;113;113;144;143;177;177;193;193;252;252;181;179;66;66
9;русского языка и литературы;545;16;16;14;14;20;20;38;37;54;54;78;78;95;94;81;80;75;75;74;73
10;языка народов России и литературы;316;6;5;2;2;9;9;24;23;28;28;53;52;57;57;47;47;49;49;41;41
11;истории, экономики, права, обществознания;263;11;10;8;6;8;7;23;23;44;40;52;52;41;35;34;31;25;20;17;13
12;информатики;97;7;5;9;9;4;3;31;24;18;14;13;11;7;6;4;3;2;;2;2
13;физики;121;4;3;4;4;2;1;13;11;6;6;21;16;17;13;20;19;19;14;15;13
14;математики;347;18;14;8;5;13;12;24;22;45;39;42;39;23;22;52;50;60;56;62;57
15;химии;97;2;2;;;1;1;15;14;21;19;16;15;10;10;7;6;11;11;14;12
16;географии;133;2;1;7;5;5;4;13;13;23;21;31;30;13;13;11;11;14;13;14;12
17;биологии;109;8;8;3;3;2;2;11;11;26;25;21;20;11;11;7;7;8;8;12;12
18;иностранных языков;379;19;19;26;25;56;55;65;64;45;44;28;27;14;14;24;24;34;32;68;67
19;из них:                         английского языка;376;19;19;26;25;54;53;65;64;45;44;28;27;14;14;24;24;34;32;67;66
20;немецкого языка;1;;;;;;;;;;;;;;;;;;;1;1
21;французского языка;1;;;;;1;1;;;;;;;;;;;;;;
22;китайского языка;;;;;;;;;;;;;;;;;;;;;
23;физической культуры;215;21;5;15;5;16;;25;7;21;5;28;4;21;3;23;6;20;4;25;4
24;труда (технологии);150;3;2;5;5;11;9;14;13;19;15;16;12;28;23;20;15;18;11;16;10
25;музыки и пения;58;2;2;1;1;4;4;6;6;6;6;8;7;8;8;9;8;10;9;4;4
26;изобразительного искусства, черчения;57;4;3;3;3;3;3;4;3;8;7;9;9;15;12;5;4;4;3;2;2
27;основ безопасности и защиты Родины;64;;;1;1;4;1;3;;8;1;11;3;9;;8;1;11;;9;1
28;основ духовно-нравственной культуры народов России;2;;;;;;;;;;;2;1;;;;;;;;
29;прочих предметов;57;6;5;5;5;9;9;4;4;4;4;8;4;5;3;7;6;4;4;5;5
30;учителя-логопеды;21;;;3;3;3;3;2;2;6;5;4;4;1;1;1;1;1;1;;
31;учителя-дефектологи;4;;;;;1;1;1;1;;;;;1;1;1;1;;;;
