;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
№ строки;Наименование показателя;Всего  (сумма граф 4 - 17);1-й класс;1-й класс первого года обучения;1-й класс второго года обучения;2-й класс;3-й класс;4-й класс;5-й класс;6-й класс;7-й класс;8-й класс;9-й класс;10-й класс;11-й класс;12-й класс
1;Число классов с нормативным сроком освоения программ 9 лет, ед.;55;4;;;3;5;7;5;7;9;6;9;;;
2;В них обучающихся, чел.;588;29;;;31;55;73;45;80;105;72;98;;;
3;Число классов с нормативным сроком освоения программ 10 лет, ед.;20;;2;2;2;2;2;2;2;2;3;1;;;
4;В них обучающихся, чел.;261;;10;29;29;28;26;21;27;24;42;25;;;
5;Число классов с нормативным сроком освоения программ 11 лет, ед.;18;1;;;1;1;1;1;1;1;3;1;4;3;
6;В них обучающихся, чел.;167;2;;;4;8;13;12;14;14;22;14;40;24;
7;Число классов с нормативным сроком освоения программ 12 лет, ед.;2;;;;;;;;;;;;1;1;
8;В них обучающихся, чел.;4;;;;;;;;;;;;2;2;
9;Число классов с нормативным сроком освоения программ 13 лет, ед.;5;;;;;;;;1;1;;1;1;1;
10;В них обучающихся, чел.;5;;;;;;;;1;1;;1;1;1;
11;Итого классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями), ед. (сумма строк 01, 03, 05, 07, 09);100;5;2;2;6;8;10;8;11;13;12;12;6;5;
12;"В них обучающихся, чел. (сумма строк 02, 04, 06, 08, 10;    сумма строк 13-15)";1025;31;10;29;64;91;112;78;122;144;136;138;43;27;
13;в том числе обучаются:          очно;953;31;10;27;63;80;112;78;109;124;131;120;42;26;
14;очно-заочно;72;;;2;1;11;;;13;20;5;18;1;1;
15;заочно;;;;;;;;;;;;;;;
16;из них (из строки 12):       воспитанники (без приходящих учащихся);558;17;;3;27;50;71;39;70;83;70;86;27;15;
17;девочки;361;12;3;6;24;30;42;28;48;53;49;39;16;11;
18;лица с ограниченными возможностями здоровья;1025;31;10;29;64;91;112;78;122;144;136;138;43;27;
19;из них (из строки 18):             инвалиды;20;;;;;;;;1;3;;15;;1;
20;дети-инвалиды;606;15;9;22;44;67;69;44;75;81;73;69;24;14;
21;инвалиды (кроме учтенных в строке 19);;;;;;;;;;;;;;;
22;дети-инвалиды (кроме учтенных в строке 20);;;;;;;;;;;;;;;
23;дети-сироты и дети, оставшиеся без попечения родителей;22;;;;;1;5;2;3;5;4;2;;;
24;из них воспитанники (без приходящих учащихся);22;;;;;1;5;2;3;5;4;2;;;
25;обучающиеся иностранные граждане;1;;;1;;;;;;;;;;;
26;из них девочки;;;;;;;;;;;;;;;
27;обучающиеся лица без гражданства;;;;;;;;;;;;;;;
