;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);133311;;;;;144;
2;Образовательные программы начального общего образования;53337;;;;;28;
3;из них адаптированные;1630;;;;;28;
4;в том числе:           для глухих;48;;;;;;
5;для слабослышащих и позднооглохших;26;;;;;;
6;для слепых;3;;;;;;
7;для слабовидящих;70;;;;;;
8;с тяжелыми нарушениями речи;177;;;;;;
9;с нарушениями опорно-двигательного аппарата;208;;;;;28;
10;с задержкой психического развития;832;;;;;;
11;с расстройствами аутистического спектра;266;;;;;;
12;Образовательные программы основного общего образования;67660;;;;;94;
13;из них адаптированные;1824;;;;;94;
14;в том числе:           для глухих;35;;;;;;
15;для слабослышащих и позднооглохших;36;;;;;;
16;для слепых;2;;;;;;
17;для слабовидящих;50;;;;;;
18;с тяжелыми нарушениями речи;78;;;;;;
19;с нарушениями опорно-двигательного аппарата;177;;;;;94;
20;с задержкой психического развития;1358;;;;;;
21;с расстройствами аутистического спектра;88;;;;;;
22;Образовательные программы среднего общего образования;10528;;;;;22;
23;из них адаптированные;52;;;;;22;
24;в том числе:           для глухих;10;;;;;;
25;для слабослышащих и позднооглохших;2;;;;;;
26;для слепых;1;;;;;;
27;для слабовидящих;4;;;;;;
28;с тяжелыми нарушениями речи;2;;;;;;
29;с нарушениями опорно-двигательного аппарата;26;;;;;22;
30;с задержкой психического развития;3;;;;;;
31;с расстройствами аутистического спектра;4;;;;;;
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);1786;;;;;;
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);13;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;2;;;;;;
35;основного общего образования (из строки 12);15;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;3;;;;;;
37;среднего общего образования (из строки 22);2;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;2;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);4;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;2;;;;;;
