;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Общая численность обучающихся (сумма граф  4, 7, 10);Численность обучающихся по программам начального общего образования – всего (1–4 классы);Численность обучающихся по программам из графы 4 девочки;Численность обучающихся по программам из графы 4 обучающиеся 1-х классов без оставленных на повторное обучение;Численность обучающихся по программам основного общего образования – всего (5-9 классы);Численность обучающихся по программам из графы 7 девочки;Численность обучающихся по программам из графы 7 обучающиеся 5-х классов без оставленных на повторное обучение;Численность обучающихся по программам среднего общего образования – всего (10-11(12) классы;Численность обучающихся по программам из графы 10 девочки;Численность обучающихся по программам из графы 10 обучающиеся 10-х классов без оставленных на повторное обучение;из них (из графы 3) обучающиеся по очно-заочной и заочной формам обучения*;из них (из графы 3) обучающиеся иностранные граждане;из них (из графы 3) из них (из гр. 14) девочки;из них (из графы 3) обучающиеся лица без гражданства
1;Всего;131057;52959;26023;11637;67589;32725;13723;10509;5158;5586;452;736;338;20
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;;;;;;;;;;;;
3;6 лет;808;808;416;796;;;;;;;;2;1;
4;7 лет;10608;10608;5243;9372;;;;;;;;93;42;1
5;8 лет;13285;13285;6542;1361;;;;;;;;67;31;1
6;9 лет;13876;13868;6787;85;8;2;8;;;;;68;26;2
7;10 лет;14224;12747;6302;16;1477;773;1344;;;;;82;41;5
8;11 лет;13760;1442;648;3;12318;6086;10646;;;;1;78;35;1
9;12 лет;14162;148;65;3;14014;6761;1561;;;;;95;53;1
10;13 лет;13270;31;12;1;13239;6383;129;;;;;77;29;1
11;14 лет;13384;14;3;;13365;6375;27;5;5;5;;74;34;6
12;15 лет;12433;2;2;;11653;5730;2;778;394;737;1;65;34;1
13;16 лет;6386;2;2;;1362;578;3;5022;2587;4240;5;20;7;1
14;17 лет;4153;3;1;;95;31;;4055;2043;372;4;11;2;
15;18 лет;258;;;;12;4;1;246;118;14;3;3;2;
16;19 лет;14;;;;1;;1;13;5;2;4;1;1;
17;20 лет;13;;;;1;1;;12;2;4;13;;;
18;21 год;15;;;;1;;1;14;;5;15;;;
19;22 года;17;;;;;;;17;;10;17;;;
20;23 года;28;;;;5;1;;23;;10;27;;;
21;24 года;25;;;;4;;;21;1;9;25;;;
22;25 лет;19;1;;;1;;;17;;7;18;;;
23;26 лет;16;;;;3;;;13;;5;16;;;
24;27 лет;23;;;;1;;;22;;9;23;;;
25;28 лет;27;;;;8;;;19;1;9;27;;;
26;29 лет;30;;;;2;;;28;;12;30;;;
27;30–34 года;66;;;;9;;;57;;32;66;;;
28;35–39 лет;73;;;;6;;;67;1;45;73;;;
29;40 лет и старше;84;;;;4;;;80;1;59;84;;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
