;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателя;"Всего  (сумма граф 4–10;  сумма граф  12-14)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы начального общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы основного общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья образование обучающихся с умственной отсталостью (интеллектуаль- ными нарушениями);Из графы 3 – лица в возрасте 18 лет и старше;Из графы 3 - обучались очно;Из графы 3 - обучались очно-заочно;Из графы 3 - обучались заочно
1;Выбыло обучающихся – всего (сумма строк 02, 05, 08–13);7446;2800;3673;861;39;28;20;25;201;7240;201;5
2;в том числе:       продолжили обучение в данной организации в классах  иной формы       обучения или иной направленности;39;3;17;;4;;15;;;39;;
3;из них (из строки 02):             в классах с иной формой обучения в пределах одной и той же             направленности;18;1;16;;1;;;;;18;;
4;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в классы для обучающихся             с ограниченными возможностями здоровья;3;2;1;;;;;;;3;;
5;выбыли в другие организации для продолжения обучения по       программам начального, основного или среднего общего образования;6567;2762;3405;311;33;28;5;23;1;6563;3;1
6;из них (из строки 05) выбыло:             в классы иной формы обучения в пределах одной и той же             направленности;88;32;51;4;1;;;;;88;;
7;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в организации (классы) для обучающихся             с ограниченными возможностями здоровья;23;11;11;1;;;;;;23;;
8;на обучение по программам среднего профессионального образования –       программам подготовки квалифицированных рабочих, служащих;309;;108;201;;;;;1;309;;
9;на обучение по программам среднего профессионального образования –       программы подготовки специалистов среднего звена;219;;70;149;;;;;1;218;;1
10;в связи с переходом на семейное образование и самообразование;67;24;38;3;2;;;;;67;;
11;по болезни;1;;;1;;;;;;1;;
12;отчислено лиц, не прошедших итоговой аттестации, получивших на       итоговой аттестации неудовлетворительные результаты или освоивших       часть образовательной программы со справкой об обучении       или о периоде обучения;2;;1;1;;;;;;1;1;
13;выбыло по другим причинам;242;11;34;195;;;;2;198;42;197;3
