;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
№ строки;Наименование показателей;Всего (сумма граф 4, 6, 8, 10, 12, 14, 16,  18, 20, 22);Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет всего;Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет из них женщины;Число полных лет  по состоянию на 1 января 20_ года 25–29 всего;Число полных лет  по состоянию на 1 января 20_ года 25–29 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 30–34 всего;Число полных лет  по состоянию на 1 января 20_ года 30–34 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 35–39 всего;Число полных лет  по состоянию на 1 января 20_ года 35–39 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 40–44 всего;Число полных лет  по состоянию на 1 января 20_ года 40–44 из них женщины;45–49 всего;45–49 из них женщины;50–54 всего;50–54 из них женщины;55–59 всего;55–59 из них женщины;60–64 всего;60–64 из них женщины;65 и более всего;65 и более из них женщины
1;Численность работников – всего (сумма строк 02, 06, 43,44);13835;968;855;644;567;770;666;1095;981;1245;1111;1834;1681;2407;2123;2193;1897;1612;1228;1067;780
2;в том числе:       руководящие работники – всего;825;2;2;5;4;29;17;60;49;97;85;147;134;189;170;153;133;100;80;43;30
3;из них:             директор;302;;;3;2;5;3;11;6;26;21;48;38;69;58;73;60;50;34;17;10
4;заместители директора;418;2;2;2;2;22;13;37;32;50;45;81;78;100;93;63;56;41;37;20;14
5;руководитель филиала;24;;;;;;;2;1;2;1;3;3;6;6;2;2;6;6;3;3
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);9631;928;826;599;531;604;529;768;689;808;735;1249;1164;1692;1550;1479;1351;946;805;558;462
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);8390;780;695;501;441;503;436;632;563;666;597;1099;1025;1538;1415;1345;1231;862;741;464;392
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;2497;269;266;148;147;127;127;144;144;189;189;353;353;549;547;431;431;211;210;76;76
9;русского языка и литературы;1074;86;84;67;66;40;39;58;57;65;64;164;163;215;213;194;191;116;113;69;68
10;языка народов России и литературы;9;;;;;;;2;2;3;3;3;3;1;1;;;;;;
11;истории, экономики, права, обществознания;567;48;35;49;32;49;33;32;26;43;42;67;58;118;97;77;69;56;46;28;24
12;информатики;276;37;28;19;15;36;26;25;17;22;15;34;29;54;46;26;21;19;16;4;3
13;физики;272;22;18;12;10;10;8;21;20;17;13;30;26;44;37;46;40;46;35;24;15
14;математики;821;63;60;43;41;46;43;58;51;49;46;92;90;152;140;161;152;103;99;54;49
15;химии;214;23;21;9;9;8;7;19;17;27;25;29;27;25;24;32;31;23;23;19;18
16;географии;293;10;9;16;14;9;9;21;20;20;17;50;43;58;54;57;53;32;24;20;20
17;биологии;261;19;18;12;12;8;7;15;11;25;24;36;35;44;42;51;50;34;34;17;17
18;иностранных языков;903;96;88;66;61;95;92;141;139;101;99;95;93;90;89;98;94;70;67;51;51
19;из них:                         английского языка;714;89;82;65;60;88;85;118;117;82;80;70;68;54;54;62;59;49;47;37;37
20;немецкого языка;162;6;6;;;4;4;18;18;16;16;24;24;31;30;33;32;16;15;14;14
21;французского языка;13;;;;;;;1;1;2;2;;;5;5;3;3;2;2;;
22;китайского языка;1;;;;;;;1;;;;;;;;;;;;;
23;физической культуры;570;73;42;37;16;45;21;54;27;59;27;62;34;74;42;71;27;64;20;31;8
24;труда (технологии);266;11;7;5;2;10;7;20;15;15;11;34;27;54;37;41;28;39;20;37;21
25;музыки и пения;102;3;3;7;7;11;11;6;5;9;9;20;20;18;17;14;14;7;7;7;6
26;изобразительного искусства, черчения;113;8;8;7;7;5;5;7;7;5;5;16;15;20;20;23;23;15;15;7;6
27;основ безопасности и защиты Родины;78;4;1;3;1;3;;4;;10;2;6;2;12;1;16;;16;1;4;
28;основ духовно-нравственной культуры народов России;2;;;;;;;;;1;1;;;;;;;1;1;;
29;прочих предметов;72;8;7;1;1;1;1;5;5;6;5;8;7;10;8;7;7;10;10;16;10
30;учителя-логопеды;65;7;7;8;7;5;5;12;12;4;4;12;12;10;10;6;6;;;1;1
31;учителя-дефектологи;20;2;2;4;4;2;2;2;2;5;5;1;1;2;2;;;1;1;1;1
32;из них:                      олигофренопедагог;3;;;;;1;1;;;1;1;1;1;;;;;;;;
33;тифлопедагог;;;;;;;;;;;;;;;;;;;;;
34;сурдопедагог;;;;;;;;;;;;;;;;;;;;;
35;социальные педагоги;89;8;8;5;5;2;2;10;10;18;18;15;15;11;11;7;7;6;6;7;7
36;педагоги дополнительного образования;130;25;17;7;6;10;8;16;11;9;8;9;4;13;8;10;6;16;8;15;7
37;педагоги-психологи;179;19;17;31;30;23;23;27;26;25;25;19;18;17;17;11;11;3;2;4;4
38;воспитатели;356;30;29;17;17;20;19;26;26;36;36;55;55;48;45;63;62;31;31;30;27
39;мастера производственного обучения;2;;;;;;;;;;;;;1;;;;1;;;
40;тьюторы;65;16;15;3;3;6;6;9;9;8;8;13;13;1;1;2;2;3;3;4;4
41;советники директора по воспитанию и взаимодействию                с детскими общественными объединениям;57;12;12;4;4;5;5;15;15;5;5;5;5;7;7;4;3;;;;
42;другие;278;29;24;19;14;28;23;19;15;32;29;21;16;44;34;31;23;23;13;32;19
43;учебно-вспомогательный персонал;420;12;11;10;7;28;26;52;51;54;48;52;45;57;47;53;48;61;54;41;33
44;иной персонал;2959;26;16;30;25;109;94;215;192;286;243;386;338;469;356;508;365;505;289;425;255
45;из них:             ассистент (помощник);3;2;1;;;1;;;;;;;;;;;;;;;
46;сурдопереводчик;;;;;;;;;;;;;;;;;;;;;
47;тифлосурдопереводчик;;;;;;;;;;;;;;;;;;;;;
48;Из общей численности педагогических работников (стр.06):             персонал, работающий в подразделениях (группах)             дошкольного образования;11;;;;;1;1;1;1;2;2;1;1;3;3;2;2;1;1;;
49;из них воспитатели;10;;;;;1;1;1;1;1;1;1;1;3;3;2;2;1;1;;
50;персонал, работающий в классах очно-заочного и заочного             обучения, учебно-консультационных пунктах;69;2;;3;3;3;3;6;4;4;2;11;8;13;12;13;9;11;10;3;3
51;из них учителя;66;2;;2;2;3;3;6;4;4;2;10;7;12;11;13;9;11;10;3;3
;;;;;;;;;;;;;;;;;;;;;;
;;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам
;;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;;;;;;;;;;;;;;;;;;
;;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;;;;;;;;;;;;;;;;;;
;;образования юридического лица);образования юридического лица);образования юридического лица);;;;;;;;;;;;;;;;;;
;;;;;(должность);(должность);(должность);;(Ф.И.О);(Ф.И.О);(Ф.И.О);(подпись);;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;(номер контактного телефона);(номер контактного телефона);;(e-mail);(e-mail);;(дата составления документа);(дата составления документа);;;;;;;;;;
