;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;И графы 3 инвалиды;И графы 3 дети-инвалиды;И графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;237249;23036;26694;29018;31740;23651;25394;25097;24725;23636;2241;1981;19;17;;;;;;
2;В них обучающихся (всего), чел.;4957257;520915;594219;628352;682180;481439;513734;501704;490249;466549;41703;35696;249;268;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;975;87;115;125;96;95;102;114;102;104;16;18;1;;48;481;35;951;13;11
4;слабослышащие;3985;404;482;470;521;404;407;413;356;344;97;86;;1;100;2802;15;3950;26;9
5;позднооглохшие;511;61;47;63;80;52;48;54;44;31;16;15;;;8;443;1;505;5;1
6;слепые;229;27;34;20;36;29;21;25;19;12;3;3;;;9;203;6;217;9;3
7;слабовидящие;7253;698;819;821;1005;707;777;726;656;653;191;199;;1;156;4111;31;7176;54;23
8;с тяжелыми нарушениями речи;49779;9930;11104;9843;10736;2748;1902;1432;1043;918;64;58;1;;122;3378;49;49607;126;46
9;с нарушением опорно-двигательного аппарата;21576;2644;2736;2548;2775;2001;2109;1898;1844;1796;592;626;5;2;562;18230;278;20854;568;154
10;с задержкой психического развития;248818;16452;21825;28191;33067;23554;28766;30863;32544;32406;748;395;5;2;711;15987;506;247236;1314;268
11;с умственной отсталостью (интеллектуальными          нарушениями);63946;3583;4784;6310;7838;8000;8391;8184;8519;7886;254;174;9;14;1418;25749;;62924;823;199
12;с расстройствами аутистического спектра;11436;2931;1766;1587;1715;1003;793;604;461;428;80;68;;;206;8590;316;11066;288;82
13;со сложными дефектами;901;85;98;105;120;105;96;85;84;90;19;14;;;44;758;162;876;23;2
14;с иными ограниченными возможностями          здоровья;21215;1551;1951;1932;2189;2055;2199;2308;2481;2653;975;911;4;6;970;15645;79;20850;239;126
