;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателя;"Всего  (сумма граф 4–10;  сумма граф  12-14)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы начального общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы основного общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья образование обучающихся с умственной отсталостью (интеллектуаль- ными нарушениями);Из графы 3 – лица в возрасте 18 лет и старше;Из графы 3 - обучались очно;Из графы 3 - обучались очно-заочно;Из графы 3 - обучались заочно
1;Выбыло обучающихся – всего (сумма строк 02, 05, 08–13);9639;3905;4780;810;105;13;1;25;243;9308;319;12
2;в том числе:       продолжили обучение в данной организации в классах  иной формы       обучения или иной направленности;106;13;81;12;;;;;;105;;1
3;из них (из строки 02):             в классах с иной формой обучения в пределах одной и той же             направленности;;;;;;;;;;;;
4;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в классы для обучающихся             с ограниченными возможностями здоровья;1;1;;;;;;;;1;;
5;выбыли в другие организации для продолжения обучения по       программам начального, основного или среднего общего образования;8103;3859;3835;275;105;13;;16;63;8010;92;1
6;из них (из строки 05) выбыло:             в классы иной формы обучения в пределах одной и той же             направленности;166;78;78;7;2;1;;;;166;;
7;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в организации (классы) для обучающихся             с ограниченными возможностями здоровья;67;22;44;1;;;;;;67;;
8;на обучение по программам среднего профессионального образования –       программам подготовки квалифицированных рабочих, служащих;598;1;466;131;;;;;13;550;48;
9;на обучение по программам среднего профессионального образования –       программы подготовки специалистов среднего звена;393;;241;152;;;;;2;391;2;
10;в связи с переходом на семейное образование и самообразование;90;30;48;10;;;;2;1;80;1;9
11;по болезни;;;;;;;;;;;;
12;отчислено лиц, не прошедших итоговой аттестации, получивших на       итоговой аттестации неудовлетворительные результаты или освоивших       часть образовательной программы со справкой об обучении       или о периоде обучения;51;;39;12;;;;;21;34;16;1
13;выбыло по другим причинам;298;2;70;218;;;1;7;143;138;160;
