;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Общая численность обучающихся (сумма граф  4, 7, 10);Численность обучающихся по программам начального общего образования – всего (1–4 классы);Численность обучающихся по программам из графы 4 девочки;Численность обучающихся по программам из графы 4 обучающиеся 1-х классов без оставленных на повторное обучение;Численность обучающихся по программам основного общего образования – всего (5-9 классы);Численность обучающихся по программам из графы 7 девочки;Численность обучающихся по программам из графы 7 обучающиеся 5-х классов без оставленных на повторное обучение;Численность обучающихся по программам среднего общего образования – всего (10-11(12) классы;Численность обучающихся по программам из графы 10 девочки;Численность обучающихся по программам из графы 10 обучающиеся 10-х классов без оставленных на повторное обучение;из них (из графы 3) обучающиеся по очно-заочной и заочной формам обучения*;из них (из графы 3) обучающиеся иностранные граждане;из них (из графы 3) из них (из гр. 14) девочки;из них (из графы 3) обучающиеся лица без гражданства
1;Всего;149140;61474;30184;13454;77358;37814;16000;10308;5514;5280;980;189;76;
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;;;;;;;;;;;;
3;6 лет;771;771;429;763;;;;;;;10;;;
4;7 лет;11720;11720;5839;10803;;;;;;;45;23;10;
5;8 лет;15469;15469;7497;1763;;;;;;;51;16;7;
6;9 лет;16222;16214;8033;113;8;1;7;;;;52;24;10;
7;10 лет;16334;15046;7370;8;1288;675;1206;;;;43;19;6;
8;11 лет;16384;2080;945;4;14304;7049;12765;;;;31;19;9;
9;12 лет;16192;138;60;;16054;7934;1896;;;;28;15;6;
10;13 лет;15145;20;4;;15125;7273;114;;;;39;10;3;
11;14 лет;15026;2;1;;15024;7441;8;;;;35;20;9;
12;15 лет;13864;3;2;;13226;6433;3;635;352;613;96;14;8;
13;16 лет;6624;4;2;;1941;864;;4679;2516;4116;104;7;4;
14;17 лет;4581;2;1;;229;77;1;4350;2344;449;76;1;1;
15;18 лет;431;1;;;34;12;;396;186;26;30;1;1;
16;19 лет;46;1;;;13;4;;32;11;8;26;;;
17;20 лет;30;;;;19;5;;11;6;2;23;;;
18;21 год;20;2;1;;5;2;;13;4;2;16;2;1;
19;22 года;23;;;;12;6;;11;7;2;18;;;
20;23 года;21;1;;;3;2;;17;9;3;20;;;
21;24 года;26;;;;8;3;;18;11;5;26;;;
22;25 лет;23;;;;11;3;;12;7;5;23;3;;
23;26 лет;30;;;;13;6;;17;13;4;30;3;;
24;27 лет;18;;;;8;3;;10;8;5;18;2;;
25;28 лет;16;;;;6;2;;10;7;4;16;1;;
26;29 лет;20;;;;11;8;;9;5;4;20;2;;
27;30–34 года;35;;;;6;6;;29;11;10;35;1;;
28;35–39 лет;30;;;;7;3;;23;8;9;30;4;1;
29;40 лет и старше;39;;;;3;2;;36;9;13;39;2;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
