;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
№ строки;Наименование показателей;Всего (сумма граф 4, 6, 8, 10, 12, 14, 16,  18, 20, 22);Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет всего;Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет из них женщины;Число полных лет  по состоянию на 1 января 20_ года 25–29 всего;Число полных лет  по состоянию на 1 января 20_ года 25–29 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 30–34 всего;Число полных лет  по состоянию на 1 января 20_ года 30–34 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 35–39 всего;Число полных лет  по состоянию на 1 января 20_ года 35–39 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 40–44 всего;Число полных лет  по состоянию на 1 января 20_ года 40–44 из них женщины;45–49 всего;45–49 из них женщины;50–54 всего;50–54 из них женщины;55–59 всего;55–59 из них женщины;60–64 всего;60–64 из них женщины;65 и более всего;65 и более из них женщины
1;Численность работников – всего (сумма строк 02, 06, 43,44);16091;706;595;626;541;731;619;1200;1019;1418;1241;2193;1959;2729;2359;2928;2379;2248;1564;1312;885
2;в том числе:       руководящие работники – всего;994;;;16;13;26;20;81;67;111;98;155;129;235;198;198;150;118;76;54;39
3;из них:             директор;370;;;2;;7;2;21;13;30;24;45;29;91;63;92;56;55;28;27;15
4;заместители директора;623;;;14;13;19;18;60;54;81;74;110;100;144;135;106;94;63;48;26;24
5;руководитель филиала;;;;;;;;;;;;;;;;;;;;;
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);10389;654;561;562;492;592;507;842;747;941;857;1438;1363;1774;1640;1787;1621;1159;970;640;477
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);8788;537;453;464;403;466;392;655;570;773;693;1199;1135;1501;1380;1589;1435;1040;863;564;412
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;2635;179;179;126;126;129;129;208;207;255;255;386;385;515;515;508;508;250;249;79;79
9;русского языка и литературы;1051;68;66;56;55;37;34;64;63;58;58;162;162;174;172;209;205;148;146;75;74
10;языка народов России и литературы;475;5;5;3;3;9;9;7;7;40;40;107;106;136;135;102;101;38;36;28;27
11;истории, экономики, права, обществознания;527;41;23;40;30;46;32;41;29;60;38;65;56;86;74;67;53;51;36;30;15
12;информатики;190;23;12;14;11;9;5;27;21;22;13;23;18;31;26;24;15;13;7;4;1
13;физики;277;10;5;13;10;8;3;16;8;16;9;20;16;34;21;55;43;57;36;48;23
14;математики;772;41;30;48;40;38;28;45;40;42;40;70;69;123;117;172;168;121;114;72;63
15;химии;203;4;3;10;9;6;5;10;9;18;16;25;23;36;35;42;41;28;26;24;23
16;географии;240;9;5;16;16;15;14;14;11;19;16;38;35;43;35;37;31;29;24;20;13
17;биологии;264;11;10;15;15;12;10;15;13;22;21;24;24;50;47;52;50;41;38;22;20
18;иностранных языков;866;49;49;63;56;83;77;104;99;116;115;120;119;81;79;112;112;90;85;48;43
19;из них:                         английского языка;853;49;49;61;54;83;77;104;99;116;115;118;117;78;76;108;108;89;84;47;42
20;немецкого языка;8;;;1;1;;;;;;;;;2;2;4;4;;;1;1
21;французского языка;2;;;;;;;;;;;1;1;;;;;1;1;;
22;китайского языка;;;;;;;;;;;;;;;;;;;;;
23;физической культуры;557;60;37;30;11;43;20;46;17;43;20;60;40;70;35;88;27;71;15;46;5
24;труда (технологии);299;10;9;12;7;9;7;26;22;25;23;47;40;54;39;47;29;37;16;32;11
25;музыки и пения;177;15;13;6;5;11;11;16;13;11;7;24;19;22;15;32;31;29;17;11;7
26;изобразительного искусства, черчения;107;7;7;7;7;3;3;6;5;10;9;17;17;24;23;11;9;15;6;7;4
27;основ безопасности и защиты Родины;73;5;;3;;3;;5;1;3;;5;;10;;19;;6;;14;
28;основ духовно-нравственной культуры народов России;9;;;1;1;;;1;1;2;2;;;1;1;;;4;2;;
29;прочих предметов;66;;;1;1;5;5;4;4;11;11;6;6;11;11;12;12;12;10;4;4
30;учителя-логопеды;150;10;10;15;15;13;13;32;32;10;10;26;26;22;22;12;12;6;6;4;4
31;учителя-дефектологи;64;7;7;10;10;8;8;9;9;5;5;6;6;7;7;8;8;2;2;2;2
32;из них:                      олигофренопедагог;10;1;1;1;1;;;3;3;;;1;1;3;3;1;1;;;;
33;тифлопедагог;1;;;1;1;;;;;;;;;;;;;;;;
34;сурдопедагог;8;;;1;1;1;1;;;;;1;1;1;1;2;2;;;2;2
35;социальные педагоги;254;17;16;8;8;13;12;24;24;25;23;47;47;42;39;30;30;32;30;16;15
36;педагоги дополнительного образования;88;14;9;6;4;6;3;8;5;6;5;14;9;6;5;7;6;12;9;9;4
37;педагоги-психологи;233;26;25;18;18;23;23;42;40;40;40;34;33;23;23;13;13;8;8;6;6
38;воспитатели;467;10;8;13;10;15;15;42;41;40;40;73;71;122;121;93;91;39;38;20;18
39;мастера производственного обучения;3;;;;;;;;;;;;;;;;;3;1;;
40;тьюторы;40;5;5;2;2;6;6;5;4;3;3;5;5;6;6;2;2;4;3;2;2
41;советники директора по воспитанию и взаимодействию                с детскими общественными объединениям;85;10;10;13;10;21;21;7;7;12;12;8;8;12;12;2;2;;;;
42;другие;217;18;18;13;12;21;14;18;15;27;26;26;23;33;25;31;22;13;10;17;14
43;учебно-вспомогательный персонал;836;26;19;16;13;40;36;95;82;101;88;137;121;147;133;122;103;95;75;57;42
44;иной персонал;3872;26;15;32;23;73;56;182;123;265;198;463;346;573;388;821;505;876;443;561;327
45;из них:             ассистент (помощник);13;;;1;1;1;1;;;4;3;2;1;;;3;3;;;2;2
46;сурдопереводчик;;;;;;;;;;;;;;;;;;;;;
47;тифлосурдопереводчик;;;;;;;;;;;;;;;;;;;;;
48;Из общей численности педагогических работников (стр.06):             персонал, работающий в подразделениях (группах)             дошкольного образования;348;3;3;8;8;15;15;33;32;36;36;51;51;90;90;76;76;25;25;11;11
49;из них воспитатели;316;3;3;5;5;14;14;30;30;33;33;48;48;86;86;71;71;19;19;7;7
50;персонал, работающий в классах очно-заочного и заочного             обучения, учебно-консультационных пунктах;20;;;;;;;1;1;1;;3;3;2;1;4;2;3;3;6;2
51;из них учителя;20;;;;;;;1;1;1;;3;3;2;1;4;2;3;3;6;2
;;;;;;;;;;;;;;;;;;;;;;
