;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Всего (сумма граф 9–11);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 дети-инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 5);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 6);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно-заочно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались заочно;Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 14);Классы для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 15);Итого по всем классам (сумма граф 3, 12);Кроме того, численность экстернов;из них лица с ограни- ченными возможностя- ми здоровья;из них из графы 20 инвалиды;из них из графы 20 дети-инвалиды;из них инвалиды (кроме учтенных в графе 21);из них дети-инвалиды (кроме учтенных в графе 22)
1;Численность обучающихся (гр. 3–18) и экстернов (гр. 19–24), допущенных к ГИА по образовательным программам основного общего образования (сумма строк 02, 04, 05);9741;96;2;25;3;45;9659;80;2;60;60;5;7;;;9801;99;1;;1;;1
2;в том числе:       получили аттестат об основном общем образовании;9429;93;2;24;3;45;9366;62;1;60;60;5;7;;;9489;70;1;;1;;1
3;из них (из строки 02) продолжили обучение по образовательной          программе среднего общего образования в данной организации;3108;8;;6;;11;3093;15;;;;;;;;3108;;;;;;
4;получили на ГИА неудовлетворительные результаты;284;1;;1;;;267;16;1;;;;;;;284;27;;;;;
5;не участвовали в ГИА;28;2;;;;;26;2;;;;;;;;28;2;;;;;
6;Из строки 02 получили аттестат об основном общем образовании:    с отличием;569;2;;1;;2;569;;;;;;;;;569;;;;;;
7;в IV квартале прошлого года;242;1;;;;;242;;;;;;;;;242;1;;;;;
8;после 1 сентября текущего года;512;1;;;;;501;11;;;;;;;;512;14;;;;;
9;Численность обучающихся (графы 3–18) и экстернов (графы 19–24), допущенных к ГИА по образовательным программам среднего общего образования (сумма строк 10–12);3504;7;1;5;;11;3458;46;;8;8;8;;;;3512;19;;;;;
10;в том числе:       получили аттестат о среднем общем образовании;3496;7;1;5;;10;3451;45;;8;8;8;;;;3504;18;;;;;
11;получили на ГИА неудовлетворительные результаты;8;;;;;1;7;1;;;;;;;;8;1;;;;;
12;не участвовали в ГИА;;;;;;;;;;;;;;;;;;;;;;
13;Из строки 10 получили аттестат о среднем общем образовании:    с отличием и медаль «За особые успехи в учении»;683;2;1;;;1;681;2;;;;;;;;683;4;;;;;
14;в IV квартале прошлого года;93;;;;;;93;;;;;;;;;93;;;;;;
15;после 1 сентября текущего года;7;;;;;;7;;;;;;;;;7;;;;;;
16;Из общей численности участвовавших в ГИА (из суммы строк 10 и 11)    участвовали в едином государственном экзамене (ЕГЭ)*;3476;6;1;4;;11;3457;19;;;;;;;;3476;19;;;;;
17;участвовали в ЕГЭ по русскому языку (из строки 16);3476;6;1;4;;8;3457;19;;;;;;;;3476;17;;;;;
18;из них сдали ЕГЭ;3401;5;1;4;;7;3382;19;;;;;;;;3401;17;;;;;
19;участвовали в ЕГЭ по математике (из строки 16);3469;6;1;4;;9;3450;19;;;;;;;;3469;18;;;;;
20;из них сдали ЕГЭ;3292;5;1;4;;7;3274;18;;;;;;;;3292;18;;;;;
21;участвовали в ГИА в иной (кроме ЕГЭ) форме*;28;1;;1;;;1;27;;8;8;8;;;;36;;;;;;
22;Выпущено лиц, не получивших основного общего и среднего общего образования, со свидетельством об обучении;41;6;;1;;2;37;4;;17;17;2;2;;;58;2;;;;;
