;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);99687;10132;10849;10636;10598;10438;9930;10026;10087;9563;3888;3514;15;11
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);99543;10130;10846;10631;10593;10432;9925;10022;10079;9480;3885;3494;15;11
3;в том числе обучались:       очно;99080;10122;10834;10613;10581;10416;9893;9952;10024;9417;3768;3460;;
4;очно-заочно;461;8;12;18;12;16;32;69;55;62;117;34;15;11
5;заочно;2;;;;;;;1;;1;;;;
6;Численность экстернов, окончивших данный класс;144;2;3;5;5;6;5;4;8;83;3;20;;
7;из них (из стр.06)  обучались:       в форме семейного образования;116;2;3;5;5;6;5;4;8;68;2;8;;
8;в форме самообразования;12;;;;;;;;;;1;11;;
9;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;
