;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53
№ строки;Наименование показателя;Всего (сумма граф 4-47);Программы начального общего образования с нормативным сроком обучения 4 года 1-й класс;Программы начального общего образования с нормативным сроком обучения 4 года 2-й класс;Программы начального общего образования с нормативным сроком обучения 4 года 3-й класс;Программы начального общего образования с нормативным сроком обучения 4 года 4-й класс;Программы начального общего образования с нормативным сроком обучения 5–6 лет 1-й класс;Программы начального общего образования с нормативным сроком обучения 5–6 лет 1-й класс первого года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 1-й класс второго года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 2-й класс;Программы начального общего образования с нормативным сроком обучения 5–6 лет 2-й класс первого года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 2-й класс второго года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 3-й класс;Программы начального общего образования с нормативным сроком обучения 5–6 лет 3-й класс первого года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 3-й класс второго года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 4-й класс;Программы начального общего образования с нормативным сроком обучения 5–6 лет 4-й класс первого года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 4-й класс второго года обучения;Программы основного общего образования с нормативным сроком освоения 5 лет 5-й класс;Программы основного общего образования с нормативным сроком освоения 5 лет 6-й класс;Программы основного общего образования с нормативным сроком освоения 5 лет 7-й класс;Программы основного общего образования с нормативным сроком освоения 5 лет 8-й класс;Программы основного общего образования с нормативным сроком освоения 5 лет 9-й класс;Программы основного общего образования с нормативным сроком освоения 6 лет 5-й класс;Программы основного общего образования с нормативным сроком освоения 6 лет 5-й класс первого года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 5-й класс второго года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 6-й класс;Программы основного общего образования с нормативным сроком освоения 6 лет 6-й класс первого года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 6-й класс второго года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 7-й класс;Программы основного общего образования с нормативным сроком освоения 6 лет 7-й класс первого года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 7-й класс второго года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 8-й класс;Программы основного общего образования с нормативным сроком освоения 6 лет 8-й класс первого года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 8-й класс второго года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 9-й класс;Программы основного общего образования с нормативным сроком освоения 6 лет 9-й класс первого года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 9-й класс второго года обучения;Программы среднего общего образования с нормативным сроком освоения 2 года 10-й класс;Программы среднего общего образования с нормативным сроком освоения 2 года 11-й класс;Программы среднего общего образования с нормативным сроком освоения 3 года 10-й класс;Программы среднего общего образования с нормативным сроком освоения 3 года 10-й класс первого года обучения;Программы среднего общего образования с нормативным сроком освоения 3 года 10-й класс второго года обучения;Программы среднего общего образования с нормативным сроком освоения 3 года 11-й класс;Программы среднего общего образования с нормативным сроком освоения 3 года 11-й класс первого года обучения;Программы среднего общего образования с нормативным сроком освоения 3 года 11-й класс второго года обучения;Из общей численности обучающихся (из гр. 3): лица с ограниче- нными возможно- стями здоровья;Из общей численности обучающихся (из гр. 3): из них: инвалиды;Из общей численности обучающихся (из гр. 3): из них: дети-инвалиды;Из общей численности обучающихся (из гр. 3): инвалиды  (кроме учтенных в гр. 49);Из общей численности обучающихся (из гр. 3): дети-инвалиды  (кроме учтенных в гр. 50);Из общей численности обучающихся (из гр. 3): с умствен-ной отста-лостью
1;Число классов для глухих, ед.;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;В них обучающихся, чел.;7;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;7;;;
3;Число классов для слабослышащих и позднооглохших, ед.;14;;;;;;1;1;2;;;1;;;;1;1;;;;;;2;;;1;;;1;;;1;;;;1;1;;;;;;;;;;;;;;
4;В них обучающихся, чел.;96;;;;;;7;8;12;;;8;;;;7;5;;;;;;11;;;9;;;7;;;5;;;;9;8;;;;;;;;;96;1;89;;;2
5;Число классов для слепых, ед.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;В них обучающихся, чел:       cлепых;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;слабовидящих и поздноослепших;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;Число классов для слабовидящих и поздноослепших, ед.;10;;;;;;1;1;1;;;1;;;1;;;1;1;1;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;
9;В них обучающихся, чел:       слабовидящих и поздноослепших;71;;;;;;6;3;5;;;9;;;6;;;10;8;8;8;;;;;;;;;;;;;;;8;;;;;;;;;;71;1;41;;;11
10;cлепых;5;;;;;;;2;1;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;5;;;2
11;Число классов для обучающихся с тяжелыми нарушениями речи, ед.;35;;;2;2;1;2;2;;;;2;;;1;;;;;;;;4;;;4;;;4;;;3;;;;4;4;;;;;;;;;;;;;;
12;В них обучающихся, чел.;350;;;24;24;8;15;22;;;;15;;;11;;;;;;;;41;;;46;;;35;;;33;;;;38;38;;;;;;;;;350;;43;;;
13;Число классов для обучающихся с нарушением опорно-двигательного аппарата, ед.;10;;;;;;1;1;1;;;1;;;1;;;;;;;;1;;;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;
14;В них обучающихся, чел.;53;;;;;;6;2;5;;;3;;;5;;;;;;;;6;;;8;;;1;;;8;;;9;;;;;;;;;;;53;;30;;;
15;Число классов для обучающихся с задержкой психического развития, ед.;11;;;1;;2;;1;1;;;1;;1;1;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;В них обучающихся, чел.;76;;;3;;23;;9;13;;;8;;1;5;;;4;4;6;;;;;;;;;;;;;;;;;;;;;;;;;;76;1;6;;;
17;Число классов для обучающихся с расстройствами аутистического спектра, ед.;3;;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;В них обучающихся, чел.;3;;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;3;2;1;;;
19;Число классов для обучающихся со сложными дефектами, ед.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;В них обучающихся, чел.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;Число классов для обучающихся с иными ограниченными возможностями здоровья (кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями), ед.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;В них обучающихся, чел.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;Итого классов (сумма строк 01,03, 05, 08, 11, 13, 15, 17, 19, 21);84;;;3;2;3;5;7;5;;;6;;1;4;1;1;3;3;2;1;;8;;;6;;;6;;;5;;;1;6;5;;;;;;;;;;;;;;
24;"В них обучающихся  (сумма строк 02, 04, 06, 07, 09, 10, 12, 14, 16, 18, 20, 22; сумма строк 25 - 27)";661;;;27;24;31;34;53;36;;;44;;1;27;7;5;16;13;14;8;;59;;;63;;;43;;;46;;;9;55;46;;;;;;;;;661;5;222;;;15
25;в том числе обучаются:       очно;661;;;27;24;31;34;53;36;;;44;;1;27;7;5;16;13;14;8;;59;;;63;;;43;;;46;;;9;55;46;;;;;;;;;661;5;222;;;15
26;очно-заочно;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;заочно;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;из них (из строки 24):       воспитанники (без приходящих учащихся);210;;;;;8;8;8;10;;;26;;;17;5;;8;7;6;4;;15;;;23;;;20;;;12;;;;19;14;;;;;;;;;206;;79;;;9
29;девочки;202;;;5;7;5;11;16;14;;;13;;1;9;3;2;9;4;1;3;;12;;;15;;;20;;;16;;;3;20;13;;;;;;;;;166;4;67;;;6
30;лица с ограниченными возможностями здоровья;661;;;27;24;31;34;53;36;;;44;;1;27;7;5;16;13;14;8;;59;;;63;;;43;;;46;;;9;55;46;;;;;;;;;;;;;;2
31;из них (из строки 30):             инвалиды;5;;;;;;;;;;;;;1;;;;1;1;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;
32;дети-инвалиды;222;;;5;1;3;17;25;20;;;19;;;6;7;5;4;2;6;6;;25;;;18;;;15;;;7;;;4;19;8;;;;;;;;;;;;;;2
33;инвалиды (кроме учтенных в строке 31);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;дети-инвалиды (кроме учтенных в строке 32);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;дети-сироты и дети, оставшиеся без попечения       родителей;6;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;1;1;;;;;;;;;6;;4;;;
36;из них воспитанники (без приходящих учащихся);4;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;1;;;;;;;;;4;;4;;;
37;обучающиеся иностранные граждане;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;
