;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателя;"Всего  (сумма граф 4–10;  сумма граф  12-14)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы начального общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы основного общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья образование обучающихся с умственной отсталостью (интеллектуаль- ными нарушениями);Из графы 3 – лица в возрасте 18 лет и старше;Из графы 3 - обучались очно;Из графы 3 - обучались очно-заочно;Из графы 3 - обучались заочно
1;Выбыло обучающихся – всего (сумма строк 02, 05, 08–13);5746;1961;2977;668;11;17;6;106;281;5446;281;19
2;в том числе:       продолжили обучение в данной организации в классах  иной формы       обучения или иной направленности;47;8;26;13;;;;;4;33;14;
3;из них (из строки 02):             в классах с иной формой обучения в пределах одной и той же             направленности;3;2;1;;;;;;;3;;
4;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в классы для обучающихся             с ограниченными возможностями здоровья;;;;;;;;;;;;
5;выбыли в другие организации для продолжения обучения по       программам начального, основного или среднего общего образования;4473;1856;2377;164;7;3;;66;3;4470;3;
6;из них (из строки 05) выбыло:             в классы иной формы обучения в пределах одной и той же             направленности;151;55;87;1;;;;8;;151;;
7;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в организации (классы) для обучающихся             с ограниченными возможностями здоровья;113;74;39;;;;;;;112;1;
8;на обучение по программам среднего профессионального образования –       программам подготовки квалифицированных рабочих, служащих;230;;106;120;;4;;;4;220;10;
9;на обучение по программам среднего профессионального образования –       программы подготовки специалистов среднего звена;173;;22;137;;9;5;;13;170;3;
10;в связи с переходом на семейное образование и самообразование;222;45;140;36;;;;1;;189;16;17
11;по болезни;;;;;;;;;;;;
12;отчислено лиц, не прошедших итоговой аттестации, получивших на       итоговой аттестации неудовлетворительные результаты или освоивших       часть образовательной программы со справкой об обучении       или о периоде обучения;173;;161;12;;;;;9;163;9;1
13;выбыло по другим причинам;428;52;145;186;4;1;1;39;248;201;226;1
