;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Всего (сумма граф 9–11);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 дети-инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 5);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 6);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно-заочно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались заочно;Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 14);Классы для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 15);Итого по всем классам (сумма граф 3, 12);Кроме того, численность экстернов;из них лица с ограни- ченными возможностя- ми здоровья;из них из графы 20 инвалиды;из них из графы 20 дети-инвалиды;из них инвалиды (кроме учтенных в графе 21);из них дети-инвалиды (кроме учтенных в графе 22)
1;Численность обучающихся (гр. 3–18) и экстернов (гр. 19–24), допущенных к ГИА по образовательным программам основного общего образования (сумма строк 02, 04, 05);14574;245;5;50;11;72;14466;12;96;47;24;;23;;17;14621;178;1;;;;
2;в том числе:       получили аттестат об основном общем образовании;14524;242;5;50;10;71;14419;11;94;47;24;;23;;17;14571;178;1;;;;
3;из них (из строки 02) продолжили обучение по образовательной          программе среднего общего образования в данной организации;7265;78;1;19;1;32;7182;7;76;32;13;;12;;13;7297;1;;;;;
4;получили на ГИА неудовлетворительные результаты;28;;;;;;28;;;;;;;;;28;;;;;;
5;не участвовали в ГИА;22;3;;;1;1;19;1;2;;;;;;;22;;;;;;
6;Из строки 02 получили аттестат об основном общем образовании:    с отличием;553;1;;1;;2;553;;;1;;;;;1;554;;;;;;
7;в IV квартале прошлого года;7;;;;;;7;;;;;;;;;7;;;;;;
8;после 1 сентября текущего года;44;;;;;;44;;;;;;;;;44;;;;;;
9;Численность обучающихся (графы 3–18) и экстернов (графы 19–24), допущенных к ГИА по образовательным программам среднего общего образования (сумма строк 10–12);5270;23;3;10;1;29;5137;80;53;27;14;;12;;11;5297;138;;;;;
10;в том числе:       получили аттестат о среднем общем образовании;5157;22;3;10;1;28;5055;69;33;27;14;;12;;11;5184;135;;;;;
11;получили на ГИА неудовлетворительные результаты;96;1;;;;1;79;6;11;;;;;;;96;2;;;;;
12;не участвовали в ГИА;17;;;;;;3;5;9;;;;;;;17;1;;;;;
13;Из строки 10 получили аттестат о среднем общем образовании:    с отличием и медаль «За особые успехи в учении»;712;2;;2;;;712;;;1;;;;;1;713;3;;;;;
14;в IV квартале прошлого года;8;;;;;;8;;;;;;;;;8;;;;;;
15;после 1 сентября текущего года;2;;;;;;2;;;;;;;;;2;;;;;;
16;Из общей численности участвовавших в ГИА (из суммы строк 10 и 11)    участвовали в едином государственном экзамене (ЕГЭ)*;5171;13;3;8;1;28;5089;47;35;8;3;;3;;5;5179;136;;;;;
17;участвовали в ЕГЭ по русскому языку (из строки 16);5156;12;3;8;1;27;5080;47;29;8;3;;3;;5;5164;131;;;;;
18;из них сдали ЕГЭ;5130;12;3;8;1;27;5056;46;28;8;3;;3;;5;5138;130;;;;;
19;участвовали в ЕГЭ по математике (из строки 16);5152;13;3;8;1;27;5075;47;30;5;2;;2;;3;5157;136;;;;;
20;из них сдали ЕГЭ;5048;12;3;8;1;26;4992;41;15;5;2;;2;;3;5053;133;;;;;
21;участвовали в ГИА в иной (кроме ЕГЭ) форме*;82;10;;2;;1;45;28;9;19;11;;9;;6;101;1;;;;;
22;Выпущено лиц, не получивших основного общего и среднего общего образования, со свидетельством об обучении;84;33;5;16;1;2;83;;1;175;175;25;140;;;259;1;1;;1;;
23;"Справочно. Код по ОКЕИ: человек – 792  Из численности обучавшихся во всех классах, получивших аттестат о сред-нем общем образовании с отличием и медаль «За особые успехи в учении» (из строки 13 графы 18):    получили аттестат красного цвета и медаль ""За особые успехи    в учении"" I степени";443;;;;;;;;;;;;;;;;;;;;;
24;"получили аттестат сине-голубого цвета и медаль ""За особые успехи    в учении"" II степени";270;;;;;;;;;;;;;;;;;;;;;
25;"Из численности обучавшихся экстернов, получивших аттестат о среднем общем образовании с отличием и медаль «За особые успехи в учении» (из строки 13 графы 19):    получили аттестат красного цвета и медаль ""За особые успехи    в учении"" I степени";2;;;;;;;;;;;;;;;;;;;;;
26;"получили аттестат сине-голубого цвета и медаль ""За особые успехи    в учении"" II степени";1;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;;;;;;;;;;;;;;;;;
