;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);199168;10137;;172219;;162585;44
2;Образовательные программы начального общего образования;80523;1929;65;68324;;67295;9
3;из них адаптированные;3275;194;23;2516;;2354;5
4;в том числе:           для глухих;7;;;7;;;
5;для слабослышащих и позднооглохших;103;2;2;70;;39;
6;для слепых;11;;;4;;5;
7;для слабовидящих;199;;;101;;89;2
8;с тяжелыми нарушениями речи;666;4;3;442;;562;
9;с нарушениями опорно-двигательного аппарата;296;2;2;210;;168;3
10;с задержкой психического развития;1866;163;13;1589;;1410;
11;с расстройствами аутистического спектра;127;23;3;93;;81;
12;Образовательные программы основного общего образования;103053;6750;218;91784;;84818;31
13;из них адаптированные;3590;324;63;2801;;2694;3
14;в том числе:           для глухих;21;;;21;;1;
15;для слабослышащих и позднооглохших;104;2;2;55;;26;
16;для слепых;29;;;10;;7;
17;для слабовидящих;244;2;2;73;;152;2
18;с тяжелыми нарушениями речи;271;;;139;;253;
19;с нарушениями опорно-двигательного аппарата;281;7;7;198;;169;1
20;с задержкой психического развития;2600;308;47;2269;;2054;
21;с расстройствами аутистического спектра;40;5;5;36;;32;
22;Образовательные программы среднего общего образования;12429;1441;121;10613;;10054;4
23;из них адаптированные;59;;;31;;30;1
24;в том числе:           для глухих;8;;;8;;;
25;для слабослышащих и позднооглохших;14;;;5;;2;
26;для слепых;2;;;;;1;
27;для слабовидящих;13;;;1;;9;
28;с тяжелыми нарушениями речи;1;;;;;;
29;с нарушениями опорно-двигательного аппарата;17;;;13;;14;1
30;с задержкой психического развития;4;;;4;;4;
31;с расстройствами аутистического спектра;;;;;;;
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);3163;17;3;1498;;418;
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);529;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;24;;;;;;
35;основного общего образования (из строки 12);677;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;19;;;;;;
37;среднего общего образования (из строки 22);66;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;1;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);128;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;109;;;;;;
