;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Всего (сумма граф 9–11);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 дети-инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 5);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 6);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно-заочно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались заочно;Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 14);Классы для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 15);Итого по всем классам (сумма граф 3, 12);Кроме того, численность экстернов;из них лица с ограни- ченными возможностя- ми здоровья;из них из графы 20 инвалиды;из них из графы 20 дети-инвалиды;из них инвалиды (кроме учтенных в графе 21);из них дети-инвалиды (кроме учтенных в графе 22)
1;Численность обучающихся (гр. 3–18) и экстернов (гр. 19–24), допущенных к ГИА по образовательным программам основного общего образования (сумма строк 02, 04, 05);18631;368;11;73;4;85;18379;196;56;318;306;1;48;;;18949;213;3;;1;;5
2;в том числе:       получили аттестат об основном общем образовании;17327;346;10;68;3;82;17203;86;38;316;304;1;48;;;17643;143;2;;;;5
3;из них (из строки 02) продолжили обучение по образовательной          программе среднего общего образования в данной организации;5517;20;3;7;1;24;5473;17;27;19;19;1;14;;;5536;3;;;;;
4;получили на ГИА неудовлетворительные результаты;1239;16;1;2;1;2;1121;101;17;1;1;;;;;1240;54;1;;1;;
5;не участвовали в ГИА;65;6;;3;;1;55;9;1;1;1;;;;;66;16;;;;;
6;Из строки 02 получили аттестат об основном общем образовании:    с отличием;673;3;;1;;2;672;1;;2;2;;2;;;675;3;;;;;1
7;в IV квартале прошлого года;;;;;;;;;;;;;;;;;;;;;;
8;после 1 сентября текущего года;760;12;;1;;;728;28;4;4;;;;;;764;6;;;;;
9;Численность обучающихся (графы 3–18) и экстернов (графы 19–24), допущенных к ГИА по образовательным программам среднего общего образования (сумма строк 10–12);5312;27;3;11;1;28;5196;91;25;18;17;11;4;;;5330;55;2;;2;;3
10;в том числе:       получили аттестат о среднем общем образовании;5292;27;3;11;1;28;5181;86;25;18;17;11;4;;;5310;54;2;;2;;3
11;получили на ГИА неудовлетворительные результаты;19;;;;;;14;5;;;;;;;;19;;;;;;
12;не участвовали в ГИА;1;;;;;;1;;;;;;;;;1;1;;;;;
