;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13
№ строки;Наименование показателей;"Всего  (сумма граф 4–9; сумма граф 11-13)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования (1–4 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования (5–9 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования (10–11(12) классы);Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы начального общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы основного общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы среднего общего образования;Из граф 3 изучают 2-й, 3-й и более иностранные языки;Из графы 3 обучаются очно;Из графы 3 обучаются очно-заочно;Из графы 3 обучаются заочно
1;Численность обучающихся, которым в соответствии с образовательной про-граммой должны преподаваться иностранные языки (сумма строк 02, 16);178285;62119;101535;12392;711;1499;29;;177296;714;275
2;В том числе обучающиеся, которым:       преподается иностранный язык;178272;62117;101524;12392;711;1499;29;;177292;705;275
3;из них преподается язык:             английский;174632;60971;99440;12105;639;1449;28;1334;173653;704;275
4;французский;1737;7;1604;126;;;;1532;1737;;
5;немецкий;7520;1139;5885;348;72;75;1;2751;7415;71;34
6;итальянский;;;;;;;;;;;
7;испанский;;;;;;;;;;;
8;китайский;73;;73;;;;;73;73;;
9;арабский;;;;;;;;;;;
10;португальский;;;;;;;;;;;
11;турецкий;;;;;;;;;;;
12;корейский;;;;;;;;;;;
13;японский;;;;;;;;;;;
14;иврит;;;;;;;;;;;
15;другие;;;;;;;;;;;
16;не преподается иностранный язык;13;2;11;;;;;;4;9;
17;из строки 16 – из-за отсутствия учителя иностранного языка;;;;;;;;;;;
18;Из строки 02 – изучают:             2 иностранных языка;5690;;5478;187;;25;;;5586;70;34
19;3 и более иностранных языка;;;;;;;;;;;
