;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;"Всего обу-чающихся (сумма граф 4,10; сумма граф 16-18)";Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Всего;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) лица с огра- ниченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): дети-инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) инвалиды  (кроме учтенных в гр. 6);Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) дети-инвали- ды (кроме учтенных в гр. 7);Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) лица с огра- ниченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) инвалиды  (кроме учтенных в гр. 12);Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) дети-инвали- ды (кроме учтенных в  гр. 13);В том числе обучающихся (из гр.3) очно;В том числе обучающихся (из гр.3) очно-заочно;В том числе обучающихся (из гр.3) заочно
1;Численность обучающихся – всего;199168;193601;4617;37;908;24;1158;5567;5567;106;2299;;;198171;722;275
2;из них обучаются:       по программам, реализуемым с использованием сетевой формы;10137;9731;152;;24;;36;406;406;;73;;;10137;;
3;с применением электронного обучения;172219;169226;3873;28;662;11;855;2993;2993;48;1035;;;171735;292;192
4;с применением дистанционных образовательных технологий;162585;160596;3422;17;571;1;818;1989;1967;;399;;;162298;160;127
5;по индивидуальным учебным планам;3146;2565;1004;15;243;;57;581;581;37;510;;;3133;13;
6;на дому;1470;828;462;5;270;1;106;642;639;43;506;;;1470;;
7;в медицинской организации;10;10;1;;;;3;;;;;;;10;;
8;из суммы строк 06 и 07:             с применением дистанционных образовательных технологий             (из строки 04);422;357;173;2;98;;54;65;62;;38;;;422;;
9;по индивидуальным учебным планам (из строки 05);490;302;161;2;95;;28;188;185;12;157;;;490;;
