;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;Из графы 3 инвалиды;Из графы 3 дети-инвалиды;Из графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;2987;282;351;373;399;250;303;306;355;340;13;14;1;;;;;;;
2;В них обучающихся (всего), чел.;62577;6191;7664;7766;8284;5146;6381;6355;7162;6994;295;330;9;;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;3;;;;;;1;1;1;;;;;;;3;;3;;
4;слабослышащие;88;10;15;14;11;7;6;8;10;4;1;2;;;;63;;88;;
5;позднооглохшие;8;2;;;2;;1;;;3;;;;;1;5;;8;;
6;слепые;1;;1;;;;;;;;;;;;;1;;1;;
7;слабовидящие;141;11;19;14;18;12;17;15;15;17;2;1;;;1;69;;141;;
8;с тяжелыми нарушениями речи;694;151;166;135;89;33;47;31;18;23;1;;;;5;63;;694;;
9;с нарушением опорно-двигательного аппарата;450;37;51;50;61;37;46;55;51;47;5;10;;;12;375;8;448;1;1
10;с задержкой психического развития;2754;177;262;315;414;195;255;292;397;447;;;;;7;115;;2753;1;
11;с умственной отсталостью (интеллектуальными          нарушениями);373;27;27;41;41;39;43;55;42;51;3;4;;;5;144;;373;;
12;с расстройствами аутистического спектра;57;19;8;5;9;3;5;4;3;1;;;;;1;41;2;57;;
13;со сложными дефектами;;;;;;;;;;;;;;;;;;;;
14;с иными ограниченными возможностями          здоровья;48;6;5;1;5;5;7;5;7;5;1;;1;;5;29;;48;;
