;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;И графы 3 инвалиды;И графы 3 дети-инвалиды;И графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;251494;23922;27551;31346;32320;25109;27117;27189;26553;26453;2150;1742;23;19;;;;;;
2;В них обучающихся (всего), чел.;5311061;540350;610466;689098;696449;525896;554428;551658;532119;538024;41147;30992;287;147;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;752;60;74;77;82;82;84;90;87;82;22;11;;1;31;347;16;734;16;2
4;слабослышащие;4301;445;477;534;517;434;436;444;422;410;91;90;1;;75;2908;23;4264;32;5
5;позднооглохшие;527;60;71;51;69;49;49;46;48;50;16;18;;;11;445;;515;9;3
6;слепые;230;22;26;34;35;22;22;16;20;24;5;4;;;9;206;12;222;6;2
7;слабовидящие;7232;686;784;858;835;729;731;788;726;725;181;187;2;;129;4039;25;7151;63;18
8;с тяжелыми нарушениями речи;54784;11106;12002;11420;9936;3139;2638;1840;1411;1153;84;55;;;120;3579;23;54622;106;56
9;с нарушением опорно-двигательного аппарата;22412;2637;2688;2746;2719;2176;2111;2157;2005;1976;605;587;3;2;548;18787;328;21729;550;133
10;с задержкой психического развития;278717;17596;24067;31978;36473;25444;31883;34722;36658;38783;738;357;12;6;729;16743;572;277077;1333;307
11;с умственной отсталостью (интеллектуальными          нарушениями);66901;3574;4913;6562;7770;8549;8850;8785;8465;8928;306;170;12;17;1341;26929;;65743;935;223
12;с расстройствами аутистического спектра;13445;3450;2006;1771;1737;1248;1011;834;646;550;102;90;;;237;9795;397;13039;328;78
13;со сложными дефектами;769;93;65;79;93;80;99;91;69;82;8;10;;;32;656;206;745;21;3
14;с иными ограниченными возможностями          здоровья;15743;1015;1218;1515;1495;1514;1636;1834;1810;2164;818;716;5;3;795;11259;132;15485;154;104
