;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
№ строки;Наименование показателей;Общая численность обучающихся (сумма граф  4, 7, 10, 13);Численность обучающихся по программам начального общего образования – всего;Численность обучающихся по программам из графы 4 девочки;Численность обучающихся по программам из графы 4 обучающиеся 1-го класса или 1-го класса первого года обучения  по пролонги-рованным программам;Численность обучающихся по программам основного общего образования – всего;Численность обучающихся по программам из графы 7 девочки;Численность обучающихся по программам из графы 7 обучающиеся 5-го класса или 5-го класса первого года обучения  по пролонги- рованным программам;Численность обучающихся по программам среднего общего образования – всего;Численность обучающихся по программам из графы 10 девочки;Численность обучающихся по программам из графы 10 обучаю-щиеся 10-го класса  или 10-го класса первого года обучения  по пролонги-рованным программам;Численность обучающихся по программам образование обучающихся с умственной отсталостью (интеллекту-альными нарушениями);Численность обучающихся по программам из графы 13 девочки;Численность обучающихся по программам из графы 13 обучающиеся первого года обучения;из них (из графы 3) обучающиеся по очно-заочной и заочной формам обучения*;из них (из графы 3) обучающиеся, имеющие иностранное гражданство;из них (из графы 3) из них (из гр. 17) имеют 2 и более гражданства;из них (из графы 3) обучающиеся лица без гражданства
1;Всего;394620;88659;29189;18613;82625;28624;15658;2079;928;1048;221257;76655;14778;2825;1970;207;49
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;6;6;4;6;;;;;;;;;;;;;
3;6 лет;480;359;141;335;;;;;;;121;48;106;3;;;
4;7 лет;13853;9730;3160;8922;;;;;;;4123;1287;3689;33;97;10;2
5;8 лет;29652;17332;5556;7171;1;;;;;;12319;3900;6975;136;180;16;6
6;9 лет;37966;20383;6893;1625;11;7;9;;;;17572;5860;2555;158;207;20;8
7;10 лет;41284;20492;6775;351;321;132;278;;;;20471;7034;638;201;243;23;7
8;11 лет;43204;14148;4619;106;5706;2063;5042;;;;23350;8180;194;271;225;28;7
9;12 лет;42271;4772;1521;43;13089;4559;6714;7;;7;24403;8541;83;243;223;20;5
10;13 лет;44132;999;329;17;16348;5575;2810;;;;26785;9229;58;238;231;28;5
11;14 лет;45742;233;90;2;17460;5979;606;;;;28049;9853;33;256;256;28;2
12;15 лет;45485;80;32;;17333;6054;137;32;18;30;28040;9821;38;285;154;14;1
13;16 лет;27508;37;14;;8651;2952;41;358;165;315;18462;6439;27;249;89;15;5
14;17 лет;11922;20;11;;2723;956;11;713;327;398;8466;3010;13;172;43;2;
15;18 лет;5165;17;11;1;716;241;4;632;278;212;3800;1404;24;114;14;3;1
16;19 лет;2023;8;5;;176;70;3;242;103;60;1597;610;10;59;8;;
17;20 лет;852;4;2;;46;21;2;53;22;15;749;264;13;48;;;
18;21 год;457;1;;;19;7;;18;9;7;419;165;5;22;;;
19;22 года;293;1;1;;10;4;1;7;3;2;275;103;4;8;;;
20;23 года;172;1;;;3;2;;2;;;166;76;4;13;;;
21;24 года;97;;;;1;1;;1;;;95;43;3;4;;;
22;25 лет;92;;;;2;;;2;1;1;88;33;4;10;;;
23;26 лет;75;1;;;1;;;4;2;1;69;27;8;7;;;
24;27 лет;107;;;;2;;;1;;;104;33;9;10;;;
25;28 лет;118;;;;;;;1;;;117;29;11;11;;;
26;29 лет;95;;;;;;;3;;;92;43;9;12;;;
27;30–34 года;481;8;7;7;2;;;2;;;469;185;57;99;;;
28;35–39 лет;527;19;12;19;1;;;;;;507;202;70;75;;;
29;40 лет и старше;561;8;6;8;3;1;;1;;;549;236;138;88;;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
