;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);17791337;697051;;4293857;11965;3192222;23802
2;Образовательные программы начального общего образования;7437288;211805;2036;1771208;4548;1310193;8292
3;из них адаптированные;261758;8572;275;64762;287;53231;942
4;в том числе:           для глухих;2522;103;5;469;;360;
5;для слабослышащих и позднооглохших;6532;201;7;1295;1;1107;9
6;для слепых;960;67;1;63;;73;1
7;для слабовидящих;9674;238;10;1758;3;1204;96
8;с тяжелыми нарушениями речи;58172;2156;52;16207;108;15119;191
9;с нарушениями опорно-двигательного аппарата;15014;317;26;3657;12;3537;249
10;с задержкой психического развития;154294;5202;156;37005;158;28211;338
11;с расстройствами аутистического спектра;14590;288;18;4308;5;3620;58
12;Образовательные программы основного общего образования;8747829;380982;4580;2131453;5233;1573279;12152
13;из них адаптированные;272157;10622;435;64610;142;45201;1217
14;в том числе:           для глухих;2433;72;5;521;;355;1
15;для слабослышащих и позднооглохших;6694;218;8;1308;;1183;15
16;для слепых;1132;33;2;87;;92;4
17;для слабовидящих;9159;243;15;1561;1;1249;85
18;с тяжелыми нарушениями речи;17128;1151;41;4776;7;3947;26
19;с нарушениями опорно-двигательного аппарата;13872;424;65;3404;9;4022;461
20;с задержкой психического развития;216364;8354;282;51336;122;32887;569
21;с расстройствами аутистического спектра;5375;127;17;1617;3;1466;56
22;Образовательные программы среднего общего образования;1323913;96597;3718;353629;1680;282336;2443
23;из них адаптированные;4787;136;25;1035;2;1206;219
24;в том числе:           для глухих;228;;;58;;37;1
25;для слабослышащих и позднооглохших;479;3;1;155;;143;11
26;для слепых;254;14;2;16;;21;5
27;для слабовидящих;746;15;2;117;;115;17
28;с тяжелыми нарушениями речи;134;5;;30;;20;
29;с нарушениями опорно-двигательного аппарата;1536;72;18;423;1;633;148
30;с задержкой психического развития;1191;22;1;152;;144;27
31;с расстройствами аутистического спектра;219;5;1;84;1;93;10
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);282307;7667;312;37567;504;26414;915
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);10089;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;1355;;;;;;
35;основного общего образования (из строки 12);11880;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;1419;;;;;;
37;среднего общего образования (из строки 22);2301;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;57;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);14317;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;2953;;;;;;
