;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателя;"Всего  (сумма граф 4–10;  сумма граф  12-14)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы начального общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы основного общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья образование обучающихся с умственной отсталостью (интеллектуаль- ными нарушениями);Из графы 3 – лица в возрасте 18 лет и старше;Из графы 3 - обучались очно;Из графы 3 - обучались очно-заочно;Из графы 3 - обучались заочно
1;Выбыло обучающихся – всего (сумма строк 02, 05, 08–13);1314276;476498;639827;168710;8302;6678;819;13442;38302;1263445;33377;17454
2;в том числе:       продолжили обучение в данной организации в классах  иной формы       обучения или иной направленности;47362;15724;20320;7319;1152;551;31;2265;3395;35925;6076;5361
3;из них (из строки 02):             в классах с иной формой обучения в пределах одной и той же             направленности;21574;5553;9762;5553;189;146;5;366;2863;10709;5715;5150
4;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в классы для обучающихся             с ограниченными возможностями здоровья;4791;2761;1929;101;;;;;9;4759;28;4
5;выбыли в другие организации для продолжения обучения по       программам начального, основного или среднего общего образования;1045784;432012;532774;61373;6797;4672;229;7927;5029;1040547;3142;2095
6;из них (из строки 05) выбыло:             в классы иной формы обучения в пределах одной и той же             направленности;30729;12006;15400;1835;586;370;1;531;183;30521;118;90
7;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в организации (классы) для обучающихся             с ограниченными возможностями здоровья;8188;4521;3435;232;;;;;7;8177;10;1
8;на обучение по программам среднего профессионального образования –       программам подготовки квалифицированных рабочих, служащих;47851;131;18643;28258;;664;155;;1052;46388;1073;390
9;на обучение по программам среднего профессионального образования –       программы подготовки специалистов среднего звена;38789;;12102;26321;;259;107;;926;37668;771;350
10;в связи с переходом на семейное образование и самообразование;35171;10322;17982;6150;147;162;1;407;954;33154;532;1485
11;по болезни;395;52;86;167;5;10;9;66;109;325;46;24
12;отчислено лиц, не прошедших итоговой аттестации, получивших на       итоговой аттестации неудовлетворительные результаты или освоивших       часть образовательной программы со справкой об обучении       или о периоде обучения;8742;14;5271;3324;1;48;45;39;2338;7268;961;513
13;выбыло по другим причинам;90182;18243;32649;35798;200;312;242;2738;24499;62170;20776;7236
