;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателя;"Всего  (сумма граф 4–10;  сумма граф  12-14)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы начального общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы основного общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья образование обучающихся с умственной отсталостью (интеллектуаль- ными нарушениями);Из графы 3 – лица в возрасте 18 лет и старше;Из графы 3 - обучались очно;Из графы 3 - обучались очно-заочно;Из графы 3 - обучались заочно
1;Выбыло обучающихся – всего (сумма строк 02, 05, 08–13);40204;14614;19888;4463;383;309;19;528;1273;38625;1184;395
2;в том числе:       продолжили обучение в данной организации в классах  иной формы       обучения или иной направленности;2473;1213;1069;53;76;41;;21;;2462;10;1
3;из них (из строки 02):             в классах с иной формой обучения в пределах одной и той же             направленности;180;55;76;4;21;15;;9;;173;6;1
4;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в классы для обучающихся             с ограниченными возможностями здоровья;545;324;213;8;;;;;;545;;
5;выбыли в другие организации для продолжения обучения по       программам начального, основного или среднего общего образования;30465;12886;15103;1649;305;202;6;314;117;30225;190;50
6;из них (из строки 05) выбыло:             в классы иной формы обучения в пределах одной и той же             направленности;965;410;429;47;38;21;;20;;949;14;2
7;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в организации (классы) для обучающихся             с ограниченными возможностями здоровья;392;199;175;18;;;;;;392;;
8;на обучение по программам среднего профессионального образования –       программам подготовки квалифицированных рабочих, служащих;1844;;758;1045;;31;10;;53;1725;111;8
9;на обучение по программам среднего профессионального образования –       программы подготовки специалистов среднего звена;1253;;621;625;;7;;;15;1212;33;8
10;в связи с переходом на семейное образование и самообразование;1523;306;1091;104;;7;;15;35;1471;8;44
11;по болезни;5;;1;4;;;;;1;3;1;1
12;отчислено лиц, не прошедших итоговой аттестации, получивших на       итоговой аттестации неудовлетворительные результаты или освоивших       часть образовательной программы со справкой об обучении       или о периоде обучения;602;;536;52;;4;;10;142;530;48;24
13;выбыло по другим причинам;2039;209;709;931;2;17;3;168;910;997;783;259
