;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;"Всего обу-чающихся (сумма граф 4,10; сумма граф 16-18)";Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Всего;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) лица с огра- ниченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): дети-инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) инвалиды  (кроме учтенных в гр. 6);Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) дети-инвали- ды (кроме учтенных в гр. 7);Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) лица с огра- ниченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) инвалиды  (кроме учтенных в гр. 12);Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) дети-инвали- ды (кроме учтенных в  гр. 13);В том числе обучающихся (из гр.3) очно;В том числе обучающихся (из гр.3) очно-заочно;В том числе обучающихся (из гр.3) заочно
1;Численность обучающихся – всего;561686;541559;23558;66;1942;70;3949;20127;20127;334;6817;;59;557965;2910;811
2;из них обучаются:       по программам, реализуемым с использованием сетевой формы;15536;15155;347;;5;1;69;381;305;4;192;;;15323;167;46
3;с применением электронного обучения;388642;381392;15610;26;1225;45;2191;7250;6756;25;984;;43;387209;1083;350
4;с применением дистанционных образовательных технологий;380579;374434;14772;27;1124;31;2123;6145;5720;21;1105;;41;379088;1107;384
5;по индивидуальным учебным планам;6059;5037;1958;9;383;13;118;1022;1009;27;727;;1;5940;107;12
6;на дому;3524;1677;1160;11;673;3;264;1847;1832;39;1590;;13;3512;5;7
7;в медицинской организации;6;6;1;;1;;;;;;;;;5;;1
8;из суммы строк 06 и 07:             с применением дистанционных образовательных технологий             (из строки 04);314;273;177;3;94;;56;41;36;;22;;;313;;1
9;по индивидуальным учебным планам (из строки 05);809;367;245;8;133;;39;442;426;21;374;;1;808;;1
