;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;Из графы 3 инвалиды;Из графы 3 дети-инвалиды;Из графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;11482;1046;1288;1476;1592;1097;1319;1262;1237;1132;16;17;;;;;;;;
2;В них обучающихся (всего), чел.;267793;25384;31316;34889;38048;25569;30122;28400;27453;25954;279;379;;;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;48;2;7;5;15;5;1;4;4;5;;;;;4;10;;47;1;
4;слабослышащие;131;5;23;14;20;13;8;17;8;20;;3;;;2;72;;131;;
5;позднооглохшие;3;;1;;;;1;1;;;;;;;;2;;3;;
6;слепые;6;;2;;;;1;1;;1;1;;;;1;4;1;5;1;
7;слабовидящие;168;13;25;28;25;9;19;12;17;14;2;4;;;2;62;2;168;;
8;с тяжелыми нарушениями речи;3076;524;656;656;637;154;172;125;92;60;;;;;5;127;;3074;2;
9;с нарушением опорно-двигательного аппарата;519;72;51;73;92;40;51;51;31;46;8;4;;;13;333;8;514;4;1
10;с задержкой психического развития;16922;889;1461;2088;2534;1591;2083;2201;2240;1828;4;3;;;15;581;13;16837;76;9
11;с умственной отсталостью (интеллектуальными          нарушениями);2489;122;160;247;327;309;403;307;299;313;;2;;;16;631;;2481;5;3
12;с расстройствами аутистического спектра;176;38;29;22;26;15;20;10;5;8;2;1;;;1;109;4;176;;
13;со сложными дефектами;20;3;;2;;2;2;3;3;5;;;;;7;11;3;20;;
14;с иными ограниченными возможностями          здоровья;;;;;;;;;;;;;;;;;;;;
