;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Общая численность обучающихся (сумма граф  4, 7, 10);Численность обучающихся по программам начального общего образования – всего (1–4 классы);Численность обучающихся по программам из графы 4 девочки;Численность обучающихся по программам из графы 4 обучающиеся 1-х классов без оставленных на повторное обучение;Численность обучающихся по программам основного общего образования – всего (5-9 классы);Численность обучающихся по программам из графы 7 девочки;Численность обучающихся по программам из графы 7 обучающиеся 5-х классов без оставленных на повторное обучение;Численность обучающихся по программам среднего общего образования – всего (10-11(12) классы;Численность обучающихся по программам из графы 10 девочки;Численность обучающихся по программам из графы 10 обучающиеся 10-х классов без оставленных на повторное обучение;из них (из графы 3) обучающиеся по очно-заочной и заочной формам обучения*;из них (из графы 3) обучающиеся иностранные граждане;из них (из графы 3) из них (из гр. 14) девочки;из них (из графы 3) обучающиеся лица без гражданства
1;Всего;541559;226808;110698;51636;277310;136246;57161;37441;19981;19936;3705;9633;4112;1
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;;;;;;;;;;;;
3;6 лет;1728;1728;945;1651;;;;;;;3;28;8;
4;7 лет;44383;44383;22193;41858;;;;;;;42;1050;483;
5;8 лет;56395;56395;27503;7696;;;;;;;53;1184;536;
6;9 лет;57902;57891;28335;388;11;5;6;;;;51;1196;512;
7;10 лет;58881;56320;27441;24;2561;1391;2396;;;;19;1199;493;
8;11 лет;57912;9022;3888;11;48890;24791;44607;;;;9;1044;465;
9;12 лет;57520;861;326;4;56659;28024;8915;;;;17;956;446;
10;13 лет;54379;141;42;1;54237;26888;875;1;1;1;22;893;380;
11;14 лет;53602;40;19;2;53550;26270;260;12;9;10;110;826;353;1
12;15 лет;50663;10;3;;49514;24015;56;1139;668;1092;271;641;276;
13;16 лет;26549;3;1;;9244;3992;1;17302;9447;15873;488;304;107;
14;17 лет;17484;3;;1;1654;624;3;15827;8664;2375;489;94;47;
15;18 лет;2161;2;2;;316;113;2;1843;888;147;200;14;4;
16;19 лет;170;;;;42;24;1;128;61;31;115;4;1;
17;20 лет;131;1;;;44;20;1;86;40;26;123;8;;
18;21 год;172;;;;59;15;3;113;30;38;170;12;1;
19;22 года;143;1;;;43;11;2;99;18;48;141;15;;
20;23 года;150;1;;;57;8;5;92;11;36;150;31;;
21;24 года;191;1;;;64;9;7;126;11;63;191;20;;
22;25 лет;160;;;;86;9;10;74;9;28;160;27;;
23;26 лет;142;;;;59;10;1;83;8;26;142;13;;
24;27 лет;124;1;;;48;13;2;75;10;23;124;16;;
25;28 лет;115;;;;32;4;1;83;11;20;115;13;;
26;29 лет;80;;;;27;;;53;14;13;80;20;;
27;30–34 года;184;3;;;50;6;2;131;24;30;184;12;;
28;35–39 лет;125;1;;;33;2;2;91;29;28;124;8;;
29;40 лет и старше;113;;;;30;2;3;83;28;28;112;5;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
