;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Всего (сумма граф 9–11);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 дети-инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 5);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 6);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно-заочно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались заочно;Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 14);Классы для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 15);Итого по всем классам (сумма граф 3, 12);Кроме того, численность экстернов;из них лица с ограни- ченными возможностя- ми здоровья;из них из графы 20 инвалиды;из них из графы 20 дети-инвалиды;из них инвалиды (кроме учтенных в графе 21);из них дети-инвалиды (кроме учтенных в графе 22)
1;Численность обучающихся (гр. 3–18) и экстернов (гр. 19–24), допущенных к ГИА по образовательным программам основного общего образования (сумма строк 02, 04, 05);49734;1679;21;164;12;277;48983;674;77;789;765;9;58;;2;50523;945;34;1;11;;4
2;в том числе:       получили аттестат об основном общем образовании;46995;1641;21;160;11;273;46569;378;48;777;753;9;58;;2;47772;647;33;1;10;;4
3;из них (из строки 02) продолжили обучение по образовательной          программе среднего общего образования в данной организации;15604;84;6;29;3;79;15523;67;14;14;13;;2;;;15618;45;2;;2;;
4;получили на ГИА неудовлетворительные результаты;2592;30;;2;1;4;2312;259;21;4;4;;;;;2596;269;;;;;
5;не участвовали в ГИА;147;8;;2;;;102;37;8;8;8;;;;;155;29;1;;1;;
6;Из строки 02 получили аттестат об основном общем образовании:    с отличием;2767;21;;1;;18;2767;;;2;2;1;1;;;2769;11;;;;;
7;в IV квартале прошлого года;3206;69;;7;;7;3187;7;12;40;32;;;;;3246;84;9;;2;;
8;после 1 сентября текущего года;2325;43;;8;;7;2264;60;1;17;16;;1;;;2342;52;4;;1;;
9;Численность обучающихся (графы 3–18) и экстернов (графы 19–24), допущенных к ГИА по образовательным программам среднего общего образования (сумма строк 10–12);16102;48;9;31;15;71;15798;248;56;23;23;15;6;;;16125;155;1;;1;2;
10;в том числе:       получили аттестат о среднем общем образовании;16026;48;9;31;14;71;15759;218;49;22;22;15;6;;;16048;154;1;;1;2;
11;получили на ГИА неудовлетворительные результаты;63;;;;1;;36;23;4;1;1;;;;;64;;;;;;
12;не участвовали в ГИА;13;;;;;;3;7;3;;;;;;;13;1;;;;;
13;Из строки 10 получили аттестат о среднем общем образовании:    с отличием и медаль «За особые успехи в учении»;2290;3;2;1;2;4;2286;1;3;1;;;;;;2291;24;;;;;
14;в IV квартале прошлого года;1106;3;;3;1;4;1087;1;18;;;;;;;1106;12;;;;1;
15;после 1 сентября текущего года;53;;;;;;53;;;;;;;;;53;;;;;;
16;Из общей численности участвовавших в ГИА (из суммы строк 10 и 11)    участвовали в едином государственном экзамене (ЕГЭ)*;15976;41;8;25;11;65;15775;177;24;10;10;9;;;;15986;153;1;;1;1;
17;участвовали в ЕГЭ по русскому языку (из строки 16);15948;39;8;21;9;60;15757;169;22;10;10;9;;;;15958;151;1;;1;1;
18;из них сдали ЕГЭ;15625;39;8;21;9;59;15444;161;20;10;10;9;;;;15635;151;1;;1;1;
19;участвовали в ЕГЭ по математике (из строки 16);15922;37;6;21;9;60;15726;172;24;9;9;7;;;;15931;153;1;;1;1;
20;из них сдали ЕГЭ;15556;36;6;20;9;57;15382;155;19;9;9;7;;;;15565;150;1;;1;1;
21;участвовали в ГИА в иной (кроме ЕГЭ) форме*;113;7;1;6;4;6;20;64;29;13;13;6;6;;;126;1;;;;1;
22;Выпущено лиц, не получивших основного общего и среднего общего образования, со свидетельством об обучении;279;258;2;39;;1;279;;;1122;1113;22;305;;19;1401;9;4;;;;
23;"Справочно. Код по ОКЕИ: человек – 792  Из численности обучавшихся во всех классах, получивших аттестат о сред-нем общем образовании с отличием и медаль «За особые успехи в учении» (из строки 13 графы 18):    получили аттестат красного цвета и медаль ""За особые успехи    в учении"" I степени";1374;;;;;;;;;;;;;;;;;;;;;
24;"получили аттестат сине-голубого цвета и медаль ""За особые успехи    в учении"" II степени";917;;;;;;;;;;;;;;;;;;;;;
25;"Из численности обучавшихся экстернов, получивших аттестат о среднем общем образовании с отличием и медаль «За особые успехи в учении» (из строки 13 графы 19):    получили аттестат красного цвета и медаль ""За особые успехи    в учении"" I степени";17;;;;;;;;;;;;;;;;;;;;;
26;"получили аттестат сине-голубого цвета и медаль ""За особые успехи    в учении"" II степени";7;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;;;;;;;;;;;;;;;;;
