;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);531297;57414;58560;59108;57275;56928;53828;53478;51834;47894;18397;16006;398;177
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);529235;57159;58368;58905;57121;56806;53691;53405;51734;47245;18374;15854;398;175
3;в том числе обучались:       очно;526779;57116;58309;58882;57100;56767;53573;53272;51432;46819;17747;15762;;
4;очно-заочно;1808;;13;1;2;25;102;103;216;378;482;81;268;137
5;заочно;648;43;46;22;19;14;16;30;86;48;145;11;130;38
6;Численность экстернов, окончивших данный класс;2062;255;192;203;154;122;137;73;100;649;23;152;;2
7;из них (из стр.06)  обучались:       в форме семейного образования;1962;254;192;202;154;122;137;72;100;606;19;104;;
8;в форме самообразования;53;;;;;;;;;;4;47;;2
9;по программам, не имеющим государственной аккредитации;1;;;;;;;;;1;;;;
