;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
№ строки;Наименование показателей;Всего (сумма граф 4, 6, 8, 10, 12, 14, 16,  18, 20, 22);Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет всего;Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет из них женщины;Число полных лет  по состоянию на 1 января 20_ года 25–29 всего;Число полных лет  по состоянию на 1 января 20_ года 25–29 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 30–34 всего;Число полных лет  по состоянию на 1 января 20_ года 30–34 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 35–39 всего;Число полных лет  по состоянию на 1 января 20_ года 35–39 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 40–44 всего;Число полных лет  по состоянию на 1 января 20_ года 40–44 из них женщины;45–49 всего;45–49 из них женщины;50–54 всего;50–54 из них женщины;55–59 всего;55–59 из них женщины;60–64 всего;60–64 из них женщины;65 и более всего;65 и более из них женщины
1;Численность работников – всего (сумма строк 02, 06, 43,44);58984;4062;3523;3795;3117;4210;3514;6153;5351;6481;5732;7454;6737;8717;7791;7170;6121;6003;4842;4939;3965
2;в том числе:       руководящие работники – всего;4274;6;6;96;74;213;174;499;414;631;567;754;676;988;922;599;550;319;274;169;150
3;из них:             директор;1000;1;1;6;3;32;18;73;49;113;97;158;130;276;249;197;175;95;81;49;42
4;заместители директора;2908;5;5;84;66;162;141;371;317;458;411;518;474;645;607;357;329;198;168;110;99
5;руководитель филиала;72;;;3;1;6;4;19;15;6;6;10;8;9;7;8;8;9;9;2;1
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);37843;3648;3236;3249;2727;3173;2680;4010;3541;3810;3441;4383;4115;5476;5129;4281;3931;3320;3014;2493;2212
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);30915;2931;2589;2641;2183;2481;2050;3098;2686;2917;2596;3540;3315;4697;4408;3727;3436;2830;2583;2053;1836
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;9266;1291;1268;894;880;657;650;694;690;681;680;1022;1022;1861;1858;1208;1208;672;672;286;284
9;русского языка и литературы;3529;229;223;235;227;234;224;314;305;362;357;453;442;526;520;439;436;378;373;359;356
10;языка народов России и литературы;14;5;2;;;1;1;1;1;;;1;1;3;2;2;2;;;1;1
11;истории, экономики, права, обществознания;1874;167;112;228;142;198;138;209;171;173;145;204;181;227;199;206;181;158;139;104;91
12;информатики;856;83;51;66;29;103;75;147;99;116;90;94;85;113;99;72;62;43;37;19;16
13;физики;880;50;35;69;42;59;33;63;43;66;47;77;66;127;108;125;106;133;114;111;89
14;математики;2813;174;155;176;156;178;159;271;243;269;258;290;281;402;392;392;385;358;349;303;292
