;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);561686;15536;;388642;2895;380579;3232
2;Образовательные программы начального общего образования;230612;2952;37;160648;1063;157207;1183
3;из них адаптированные;14131;207;6;8385;32;7781;49
4;в том числе:           для глухих;117;;;2;;93;
5;для слабослышащих и позднооглохших;166;75;;44;;45;
6;для слепых;29;;;1;;1;
7;для слабовидящих;254;;;60;1;68;3
8;с тяжелыми нарушениями речи;3138;68;4;1676;12;1715;12
9;с нарушениями опорно-двигательного аппарата;334;;;219;2;201;4
10;с задержкой психического развития;9856;62;2;6256;15;5535;28
11;с расстройствами аутистического спектра;237;2;;127;2;123;2
12;Образовательные программы основного общего образования;280895;9522;188;198006;1434;193777;1549
13;из них адаптированные;15484;288;13;10054;56;9143;67
14;в том числе:           для глухих;82;;;2;;73;
15;для слабослышащих и позднооглохших;155;71;;33;;39;
16;для слепых;58;;;4;;4;
17;для слабовидящих;228;;;49;1;49;1
18;с тяжелыми нарушениями речи;778;16;;455;13;436;13
19;с нарушениями опорно-двигательного аппарата;254;3;;138;3;118;3
20;с задержкой психического развития;13826;197;9;9324;38;8355;49
21;с расстройствами аутистического спектра;103;1;4;49;1;69;1
22;Образовательные программы среднего общего образования;37421;2957;123;25549;123;25593;220
23;из них адаптированные;45;1;;22;;25;
24;в том числе:           для глухих;;;;;;;
25;для слабослышащих и позднооглохших;2;;;2;;2;
26;для слепых;2;;;;;;
27;для слабовидящих;17;1;;4;;4;
28;с тяжелыми нарушениями речи;1;;;;;1;
29;с нарушениями опорно-двигательного аппарата;17;;;14;;14;
30;с задержкой психического развития;3;;;1;;2;
31;с расстройствами аутистического спектра;3;;;1;;2;
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);12758;105;8;4439;275;4002;280
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);102;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;73;;;;;;
35;основного общего образования (из строки 12);105;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;66;;;;;;
37;среднего общего образования (из строки 22);3;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);44;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;24;;;;;;
