;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Всего (сумма граф 9–11);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 дети-инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 5);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 6);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно-заочно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались заочно;Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 14);Классы для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 15);Итого по всем классам (сумма граф 3, 12);Кроме того, численность экстернов;из них лица с ограни- ченными возможностя- ми здоровья;из них из графы 20 инвалиды;из них из графы 20 дети-инвалиды;из них инвалиды (кроме учтенных в графе 21);из них дети-инвалиды (кроме учтенных в графе 22)
1;Численность обучающихся (гр. 3–18) и экстернов (гр. 19–24), допущенных к ГИА по образовательным программам основного общего образования (сумма строк 02, 04, 05);4305;108;7;24;;13;4283;15;7;45;44;;11;;;4350;186;3;;1;;
2;в том числе:       получили аттестат об основном общем образовании;4301;106;7;23;;13;4279;15;7;45;44;;11;;;4346;186;3;;1;;
3;из них (из строки 02) продолжили обучение по образовательной          программе среднего общего образования в данной организации;1608;15;1;3;;6;1608;;;;;;;;;1608;2;;;;;
4;получили на ГИА неудовлетворительные результаты;;;;;;;;;;;;;;;;;;;;;;
5;не участвовали в ГИА;4;2;;1;;;4;;;;;;;;;4;;;;;;
6;Из строки 02 получили аттестат об основном общем образовании:    с отличием;298;1;;;;2;298;;;;;;;;;298;10;;;;;
7;в IV квартале прошлого года;618;20;;1;;4;617;1;;;;;;;;618;28;;;;;
8;после 1 сентября текущего года;;;;;;;;;;;;;;;;;;;;;;
9;Численность обучающихся (графы 3–18) и экстернов (графы 19–24), допущенных к ГИА по образовательным программам среднего общего образования (сумма строк 10–12);2128;11;2;6;1;9;2127;1;;;;;;;;2128;51;2;1;1;;
10;в том числе:       получили аттестат о среднем общем образовании;2127;11;2;6;1;9;2126;1;;;;;;;;2127;51;2;1;1;;
11;получили на ГИА неудовлетворительные результаты;;;;;;;;;;;;;;;;;;;;;;
12;не участвовали в ГИА;1;;;;;;1;;;;;;;;;1;;;;;;
13;Из строки 10 получили аттестат о среднем общем образовании:    с отличием и медаль «За особые успехи в учении»;448;3;1;2;;;447;1;;;;;;;;448;1;;;;;
14;в IV квартале прошлого года;223;1;;1;;1;223;;;;;;;;;223;22;;;;;
15;после 1 сентября текущего года;2;;;;;;2;;;;;;;;;2;;;;;;
16;Из общей численности участвовавших в ГИА (из суммы строк 10 и 11)    участвовали в едином государственном экзамене (ЕГЭ)*;1972;7;1;5;;7;1971;1;;;;;;;;1972;46;1;;1;;
17;участвовали в ЕГЭ по русскому языку (из строки 16);1892;7;1;5;;6;1891;1;;;;;;;;1892;33;1;;1;;
18;из них сдали ЕГЭ;1692;5;1;2;;6;1692;;;;;;;;;1692;31;;;;;
19;участвовали в ЕГЭ по математике (из строки 16);1868;7;1;5;;6;1867;1;;;;;;;;1868;33;1;;1;;
20;из них сдали ЕГЭ;1668;4;1;2;;6;1668;;;;;;;;;1668;31;;;;;
21;участвовали в ГИА в иной (кроме ЕГЭ) форме*;155;4;1;1;1;2;155;;;;;;;;;155;5;1;1;;;
22;Выпущено лиц, не получивших основного общего и среднего общего образования, со свидетельством об обучении;6;3;;2;;;6;;;2;2;;2;;;8;1;;;;;
23;"Справочно. Код по ОКЕИ: человек – 792  Из численности обучавшихся во всех классах, получивших аттестат о сред-нем общем образовании с отличием и медаль «За особые успехи в учении» (из строки 13 графы 18):    получили аттестат красного цвета и медаль ""За особые успехи    в учении"" I степени";277;;;;;;;;;;;;;;;;;;;;;
24;"получили аттестат сине-голубого цвета и медаль ""За особые успехи    в учении"" II степени";171;;;;;;;;;;;;;;;;;;;;;
25;"Из численности обучавшихся экстернов, получивших аттестат о среднем общем образовании с отличием и медаль «За особые успехи в учении» (из строки 13 графы 19):    получили аттестат красного цвета и медаль ""За особые успехи    в учении"" I степени";1;;;;;;;;;;;;;;;;;;;;;
26;"получили аттестат сине-голубого цвета и медаль ""За особые успехи    в учении"" II степени";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;;;;;;;;;;;;;;;;;
