;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;Из графы 3 инвалиды;Из графы 3 дети-инвалиды;Из графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;752;61;63;96;103;69;82;78;76;95;13;16;;;;;;;;
2;В них обучающихся (всего), чел.;15948;1212;1320;2058;2158;1451;1790;1660;1791;2026;185;297;;;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;35;3;3;6;2;5;4;4;2;3;2;1;;;2;32;;35;;
4;слабослышащие;16;2;1;3;2;1;;1;1;3;2;;;;;8;;16;;
5;позднооглохшие;;;;;;;;;;;;;;;;;;;;
6;слепые;;;;;;;;;;;;;;;;;;;;
7;слабовидящие;19;1;1;1;4;1;3;1;3;2;;2;;;4;10;;18;1;
8;с тяжелыми нарушениями речи;107;2;5;17;22;11;17;8;12;13;;;;;2;16;;106;1;
9;с нарушением опорно-двигательного аппарата;124;11;10;13;15;14;17;9;11;14;4;6;;;8;89;;119;3;2
10;с задержкой психического развития;684;43;51;94;89;53;84;96;87;81;5;1;;;6;61;;670;7;7
11;с умственной отсталостью (интеллектуальными          нарушениями);133;28;17;14;23;15;20;9;3;4;;;;;4;81;;120;7;6
12;с расстройствами аутистического спектра;42;4;4;8;10;3;3;1;7;2;;;;;1;29;;40;2;
13;со сложными дефектами;3;1;;;;;;1;;1;;;;;2;;;3;;
14;с иными ограниченными возможностями          здоровья;109;6;8;9;13;8;12;13;13;18;2;7;;;11;62;;98;9;2
