;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;Из графы 3 инвалиды;Из графы 3 дети-инвалиды;Из графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;918;98;128;131;126;96;86;87;78;73;8;7;;;;;;;;
2;В них обучающихся (всего), чел.;21102;2400;3040;3197;2993;2157;2062;1846;1619;1501;154;133;;;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;2;;;1;;;;;;1;;;;;;1;;2;;
4;слабослышащие;23;;4;5;4;1;8;1;;;;;;;;19;;23;;
5;позднооглохшие;1;;1;;;;;;;;;;;;;1;;1;;
6;слепые;2;1;;;;;;;1;;;;;;;1;;2;;
7;слабовидящие;33;5;4;5;5;4;4;2;1;2;1;;;;;21;;33;;
8;с тяжелыми нарушениями речи;298;67;62;78;60;8;5;4;9;4;;1;;;;13;;298;;
9;с нарушением опорно-двигательного аппарата;98;11;15;9;15;10;6;10;11;7;1;3;;;;80;;98;;
10;с задержкой психического развития;511;33;74;102;72;74;51;50;35;20;;;;;;31;;511;;
11;с умственной отсталостью (интеллектуальными          нарушениями);257;9;11;27;18;30;34;36;43;49;;;;;;66;;257;;
12;с расстройствами аутистического спектра;44;11;5;4;7;2;3;8;2;1;;1;;;;34;;44;;
13;со сложными дефектами;2;;;;1;;;1;;;;;;;;2;1;2;;
14;с иными ограниченными возможностями          здоровья;131;13;12;10;15;13;9;13;15;20;8;3;;;;114;;131;;
