;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);75703;1200;;;;18;15
2;Образовательные программы начального общего образования;29804;;;;;3;2
3;из них адаптированные;1157;;;;;3;2
4;в том числе:           для глухих;23;;;;;;
5;для слабослышащих и позднооглохших;122;;;;;;
6;для слепых;10;;;;;;
7;для слабовидящих;93;;;;;2;2
8;с тяжелыми нарушениями речи;399;;;;;;
9;с нарушениями опорно-двигательного аппарата;62;;;;;1;
10;с задержкой психического развития;420;;;;;;
11;с расстройствами аутистического спектра;28;;;;;;
12;Образовательные программы основного общего образования;38415;930;5;;;10;8
13;из них адаптированные;765;;;;;9;8
14;в том числе:           для глухих;21;;;;;;
15;для слабослышащих и позднооглохших;118;;;;;;
16;для слепых;20;;;;;;
17;для слабовидящих;152;;;;;8;8
18;с тяжелыми нарушениями речи;77;;;;;;
19;с нарушениями опорно-двигательного аппарата;76;;;;;1;
20;с задержкой психического развития;286;;;;;;
21;с расстройствами аутистического спектра;15;;;;;;
22;Образовательные программы среднего общего образования;5733;270;6;;;5;5
23;из них адаптированные;49;;;;;5;5
24;в том числе:           для глухих;;;;;;;
25;для слабослышащих и позднооглохших;27;;;;;;
26;для слепых;;;;;;;
27;для слабовидящих;18;;;;;5;5
28;с тяжелыми нарушениями речи;1;;;;;;
29;с нарушениями опорно-двигательного аппарата;2;;;;;;
30;с задержкой психического развития;;;;;;;
31;с расстройствами аутистического спектра;1;;;;;;
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);1751;;;;;;
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);19;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
35;основного общего образования (из строки 12);18;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
37;среднего общего образования (из строки 22);1;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
