;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);72959;7471;7517;7779;7637;7977;7421;7547;7345;7160;2815;2290;;
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);72875;7469;7515;7776;7634;7976;7421;7546;7344;7116;2815;2263;;
3;в том числе обучались:       очно;72834;7468;7515;7776;7633;7975;7418;7545;7343;7110;2796;2255;;
4;очно-заочно;35;;;;;;3;;1;4;19;8;;
5;заочно;6;1;;;1;1;;1;;2;;;;
6;Численность экстернов, окончивших данный класс;84;2;2;3;3;1;;1;1;44;;27;;
7;из них (из стр.06)  обучались:       в форме семейного образования;64;2;2;3;3;1;;1;1;43;;8;;
8;в форме самообразования;19;;;;;;;;;;;19;;
9;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;
