;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;"Всего обу-чающихся (сумма граф 4,10; сумма граф 16-18)";Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Всего;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) лица с огра- ниченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): дети-инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) инвалиды  (кроме учтенных в гр. 6);Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) дети-инвали- ды (кроме учтенных в гр. 7);Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) лица с огра- ниченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) инвалиды  (кроме учтенных в гр. 12);Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) дети-инвали- ды (кроме учтенных в  гр. 13);В том числе обучающихся (из гр.3) очно;В том числе обучающихся (из гр.3) очно-заочно;В том числе обучающихся (из гр.3) заочно
1;Численность обучающихся – всего;435592;416340;18951;13;1174;10;2578;19252;19252;141;4633;;5;434255;1051;286
2;из них обучаются:       по программам, реализуемым с использованием сетевой формы;11938;11623;457;;17;;57;315;315;3;48;;;11938;;
3;с применением электронного обучения;182648;175558;5205;2;367;8;948;7090;6859;35;1321;;;182560;86;2
4;с применением дистанционных образовательных технологий;132068;127040;3822;1;256;1;638;5028;4918;41;1255;;;131998;68;2
5;по индивидуальным учебным планам;3085;2521;1231;2;345;1;127;564;564;22;428;;;3041;43;1
6;на дому;2040;1223;736;12;384;3;196;817;815;24;621;;;2036;4;
7;в медицинской организации;1;1;1;;1;;;;;;;;;1;;
8;из суммы строк 06 и 07:             с применением дистанционных образовательных технологий             (из строки 04);280;139;53;1;25;1;31;141;140;1;82;;;280;;
9;по индивидуальным учебным планам (из строки 05);911;562;331;1;168;1;91;349;349;5;273;;;911;;
