;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);414089;43438;44848;45237;44475;44752;42699;42220;40699;38717;14358;12406;166;74
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);412428;43237;44615;45083;44329;44664;42623;42141;40640;38215;14319;12322;166;74
3;в том числе обучались:       очно;411292;43237;44614;45082;44328;44662;42591;42067;40476;38039;13917;12278;;1
4;очно-заочно;841;;1;1;;2;32;21;103;116;341;42;135;47
5;заочно;295;;;;1;;;53;61;60;61;2;31;26
6;Численность экстернов, окончивших данный класс;1661;201;233;154;146;88;76;79;59;502;39;84;;
7;из них (из стр.06)  обучались:       в форме семейного образования;1574;201;233;154;146;88;76;79;59;492;17;29;;
8;в форме самообразования;77;;;;;;;;;;22;55;;
9;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;
