;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
№ строки;Наименование показателей;Общая численность обучающихся (сумма граф  4, 7, 10, 13);Численность обучающихся по программам начального общего образования – всего;Численность обучающихся по программам из графы 4 девочки;Численность обучающихся по программам из графы 4 обучающиеся 1-го класса или 1-го класса первого года обучения  по пролонги-рованным программам;Численность обучающихся по программам основного общего образования – всего;Численность обучающихся по программам из графы 7 девочки;Численность обучающихся по программам из графы 7 обучающиеся 5-го класса или 5-го класса первого года обучения  по пролонги- рованным программам;Численность обучающихся по программам среднего общего образования – всего;Численность обучающихся по программам из графы 10 девочки;Численность обучающихся по программам из графы 10 обучающиеся 10-го класса  или 10-го класса первого года обучения  по пролонги-рованным программам;Численность обучающихся по программам образование обучающихся с умственной отсталостью (интеллекту-альными нарушениями);Численность обучающихся по программам из графы 13 девочки;Численность обучающихся по программам из графы 13 обучающиеся первого года обучения;из них (из графы 3) обучающиеся по очно-заочной и заочной формам обучения*;из них (из графы 3) обучающиеся иностранные граждане;из них (из графы 3) из них (из гр. 17) девочки;из них (из графы 3) обучающиеся лица без гражданства
1;Всего;19252;5650;1886;1011;7926;2820;1424;107;52;68;5569;1923;324;23;208;68;
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;;;;;;;;;;;;;;;
3;6 лет;15;13;6;10;;;;;;;2;1;2;;1;;
4;7 лет;688;576;171;539;;;;;;;112;38;107;;8;3;
5;8 лет;1380;1077;360;379;;;;;;;303;80;159;1;19;9;
6;9 лет;1733;1316;454;70;2;;1;;;;415;156;33;;22;10;
7;10 лет;2116;1555;504;10;39;17;36;;;;522;190;12;1;18;5;
8;11 лет;2176;803;276;;784;303;731;;;;589;201;3;;27;8;
9;12 лет;2252;252;93;1;1308;456;480;;;;692;213;1;;22;6;
10;13 лет;2302;40;16;2;1582;563;144;;;;680;253;;;23;5;
11;14 лет;2293;13;4;;1587;551;26;;;;693;222;;1;35;12;
12;15 лет;2468;5;2;;1760;620;5;;;;703;263;;8;24;9;
13;16 лет;1183;;;;660;228;1;44;23;44;479;168;;3;6;1;
14;17 лет;416;;;;158;57;;41;19;19;217;77;;7;3;;
15;18 лет;119;;;;32;15;;15;7;5;72;28;;2;;;
16;19 лет;46;;;;12;8;;5;2;;29;9;;;;;
17;20 лет;15;;;;2;2;;2;1;;11;5;1;;;;
18;21 год;5;;;;;;;;;;5;1;;;;;
19;22 года;;;;;;;;;;;;;;;;;
20;23 года;;;;;;;;;;;;;;;;;
21;24 года;;;;;;;;;;;;;;;;;
22;25 лет;1;;;;;;;;;;1;;;;;;
23;26 лет;1;;;;;;;;;;1;;;;;;
24;27 лет;;;;;;;;;;;;;;;;;
25;28 лет;1;;;;;;;;;;1;1;;;;;
26;29 лет;3;;;;;;;;;;3;;;;;;
27;30–34 года;9;;;;;;;;;;9;;1;;;;
28;35–39 лет;14;;;;;;;;;;14;6;5;;;;
29;40 лет и старше;16;;;;;;;;;;16;11;;;;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
