;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателя;Всего (сумма граф 04 - 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Число классов без углубленного изучения предметов, ед.;14606;1578;1702;1742;1761;1636;1639;1513;1508;1521;3;3;;
2;В них обучающихся, чел.;343067;35614;39394;40966;41724;39111;39346;35963;34977;35947;16;9;;
3;Число классов с углубленным изучением отдельных предметов, ед.;1914;16;24;22;19;51;54;124;143;90;699;650;13;9
4;В них обучающихся, чел.;38946;387;650;595;507;1340;1426;3140;3659;2292;13452;11165;222;111
5;Число гимназических классов, ед.;576;46;55;54;58;60;63;57;61;59;32;31;;
6;В них обучающихся, чел.;15961;1334;1566;1579;1632;1687;1712;1573;1632;1564;855;827;;
7;Число лицейских классов, ед.;694;45;49;54;53;79;82;76;78;75;54;49;;
8;В них обучающихся, чел.;18366;1200;1425;1519;1496;2167;2218;2035;2011;1860;1299;1136;;
9;Итого классов (без классов для обучающихся с ограниченными возможностями здоровья) (сумма строк 01, 03, 05, 07), ед.;17790;1685;1830;1872;1891;1826;1838;1770;1790;1745;788;733;13;9
10;"В них обучающихся (сумма строк 02, 04, 06, 08;  сумма строк 11 - 13), чел.";416340;38535;43035;44659;45359;44305;44702;42711;42279;41663;15622;13137;222;111
11;в том числе обучаются:          очно;415026;38535;43034;44657;45358;44301;44668;42658;42176;41422;15178;13039;;
12;очно-заочно;1029;;1;2;1;3;34;21;60;167;371;70;211;88
13;заочно;285;;;;;1;;32;43;74;73;28;11;23
14;Из строки 10:          воспитанники (без приходящих учащихся);3685;338;360;368;414;347;350;347;403;382;230;146;;
15;девочки;206464;19183;21250;22004;22512;22139;22057;21219;20600;20420;8011;7022;16;31
16;оставленные на повторное обучение;1797;179;109;50;164;80;96;124;142;842;5;6;;
17;лица с ограниченными возможностями здоровья;18951;975;1398;1862;2133;1600;2193;2648;3052;3063;16;11;;
18;из них:                инвалиды;13;;;;;;;;1;10;;2;;
19;дети-инвалиды;1174;128;88;127;125;127;128;149;148;139;10;5;;
20;инвалиды (кроме учтенных в строке 18);10;;1;;1;1;;;1;1;2;3;;
21;дети-инвалиды (кроме учтенных в строке 19);2578;151;207;257;219;283;305;292;285;295;143;141;;
22;дети-сироты и дети, оставшиеся без попечения родителей;2729;123;193;247;251;269;309;331;393;451;81;81;;
23;из них воспитанники (без приходящих учащихся);42;2;1;3;;4;5;3;10;6;;8;;
24;обучающиеся иностранные граждане;3355;496;423;408;355;338;358;324;323;237;57;28;2;6
25;из них девочки;1309;198;163;182;142;141;121;125;124;87;14;12;;
26;обучающиеся лица без гражданства;67;8;4;10;8;5;8;11;8;5;;;;
